username,video_description,hashtag_names,id,like_count,music_id,region_code,comment_count,create_time,share_count,view_count,link
lenniecruzsantos,#shopeebudoloftheday #airpurifier,"airpurifier,shopeebudoloftheday",7058202433532529947,8,6817453979945928705,PH,0,1643365816,0,144,https://www.tiktok.com/@lenniecruzsantos/video/7058202433532529947
xpesuvclight,#XPES#UVC#uvclight#uv#uvsanitizer#bts#uvlamp#uvcleaning#uvdefender #watertreatment#uvdisinfectionlamp#airpurifier#disinfection#exhaustkitchen#today,"bts,today,uv,uvlamp,uvc,disinfection,airpurifier,watertreatment,xpes,uvcleaning,uvsanitizer,uvclight,uvdisinfectionlamp,uvdefender,exhaustkitchen",7058160010332867841,1,7058160001520519937,PH,0,1643355940,0,3,https://www.tiktok.com/@xpesuvclight/video/7058160010332867841
niakie.meow,Bought an #airpurifier due to #allergicrhinitis #dust possibly #petdander // Decided on the #xiaomi 3H version. Really hope this helps 🙏🏼  #unboxing,"dust,unboxing,xiaomi,airpurifier,allergicrhinitis,petdander",7058065746986798363,20,6746993352891189249,PH,0,1643333992,1,1648,https://www.tiktok.com/@niakie.meow/video/7058065746986798363
akei_2407,"Pakyutt Yarn 😅 Wearing my Nano Bonnet ,EFS Air purifier and Ionspec Eyeglasses 😍🤍♥️",,7057862673538501915,34,6995380945591257862,PH,1,1643286709,1,822,https://www.tiktok.com/@akei_2407/video/7057862673538501915
xpesuvclight,#XPES#UVC#uvclight#uv#uvsanitizer#bts#uvlamp #uvcleaning#uvdefender#watertreatment#uvdisinfectionlamp#airpurifier#uva#kitchenexhaust#ventilation,"bts,uva,uv,ventilation,uvlamp,uvc,kitchenexhaust,airpurifier,watertreatment,xpes,uvcleaning,uvsanitizer,uvclight,uvdisinfectionlamp,uvdefender",7069586469588913410,1,7069586439478020865,PH,0,1646016372,0,1,https://www.tiktok.com/@xpesuvclight/video/7069586469588913410
sddalusong,Sa wakas nagka #airpurifier din 😅 #shopeefinds  #ShopeePH #shopeeph228 #myshopeestory,"airpurifier,shopeeph,shopeefinds,myshopeestory,shopeeph228",7069356426384248091,19,6769567240753776642,PH,5,1645962807,3,1850,https://www.tiktok.com/@sddalusong/video/7069356426384248091
rbsedna,Shopee 3.3 Sale #rbsedna #fyp #foryoupage #sale #shopping #airpurifier #carairpurifier,"shopping,fyp,sale,foryoupage,airpurifier,carairpurifier,rbsedna,shopeehttpsshopeephrbsedna",7069185300257377563,0,6586532452280306433,PH,0,1645922965,3,107,https://www.tiktok.com/@rbsedna/video/7069185300257377563
xpesuvclight,#XPES#UVC#uvclight#uv#uvsanitizer#bts#uvlamp #uvcleaning#uvdefender#watertreatment#uvdisinfectionlamp#airpurifier#uva#kitchenexhaust#ventilation,"bts,uva,uv,ventilation,uvlamp,uvc,kitchenexhaust,airpurifier,watertreatment,xpes,uvcleaning,uvsanitizer,uvclight,uvdisinfectionlamp,uvdefender",7068865978586762497,2,7068865955148974849,PH,0,1645848619,0,2,https://www.tiktok.com/@xpesuvclight/video/7068865978586762497
marleydoggo0,Effective kaya? Air purifier para sa mabantot nating si marley🤣,,7068650226805902619,131,6722656094272883458,PH,3,1645798383,1,5941,https://www.tiktok.com/@marleydoggo0/video/7068650226805902619
efsapparel,Protect yourself with EFS Air Purifier! Get yours now via EFS Online stores. 🏷🛒✨ #AirPurifier #HealthEssentials,"airpurifier,healthessentials",7068504426562063643,44,7068504443129465627,PH,2,1645764436,0,277,https://www.tiktok.com/@efsapparel/video/7068504426562063643
xpesuvclight,#XPES#UVC#uvclight#uv#uvsanitizer#bts#uvlamp #uvcleaning#uvdefender#watertreatment#uvdisinfectionlamp#airpurifier#uva#kitchenexhaust#ventilation,"bts,uva,uv,ventilation,uvlamp,uvc,kitchenexhaust,airpurifier,watertreatment,xpes,uvcleaning,uvsanitizer,uvclight,uvdisinfectionlamp,uvdefender",7068504344106126594,1,7068504337093659393,PH,0,1645764422,0,1,https://www.tiktok.com/@xpesuvclight/video/7068504344106126594
dgmstore,✅Wow super effective ng air Purifier na to. Link on bio !! CHECK OUT NA #fypシ #skyclear #airpurifier #shopeecheck #lazadafindsph,"skyclear,airpurifier,fypシ,shopeecheck,lazadafindsph",7068198708218694938,1,7068198728749812507,PH,0,1645693255,0,326,https://www.tiktok.com/@dgmstore/video/7068198708218694938
xpesuvclight,#XPES#UVC#uvclight#uva#uvsanitizer#bts#uvlamp #uvcleaning#uvdefender#watertreatment#uvdisinfectionlamp#airpurifier#uv#kitchenexhaust#ventilation,"bts,uva,uv,ventilation,uvlamp,uvc,kitchenexhaust,airpurifier,watertreatment,xpes,uvcleaning,uvsanitizer,uvclight,uvdisinfectionlamp,uvdefender",7068114722742095105,1,7068114702110477058,PH,0,1645673703,0,1,https://www.tiktok.com/@xpesuvclight/video/7068114722742095105
cedoizkie,Air Purifier Can Increase Life Expectancy#CapCut,capcut,7067873268249709850,3,7067873299585370906,PH,0,1645617483,0,242,https://www.tiktok.com/@cedoizkie/video/7067873268249709850
wimtechnology,"Need an air purifier? Here's one that you can use at home, in the car or when traveling! #newsph #tiktoknews #technews #techtok #momax #airpurifier","technews,momax,tiktoknews,airpurifier,techtok,newsph",7067866656730615067,641,6775058916762978305,PH,3,1645615943,3,36641,https://www.tiktok.com/@wimtechnology/video/7067866656730615067
julyespinodeguia,Salamat po mga Suki #rhenonlineproducts #wok #airfryer #blender #meatgrinder #airpurifier,"blender,wok,meatgrinder,airfryer,airpurifier,rhenonlineproducts",7067756433307192602,5,7067756460020730651,PH,1,1645590280,0,164,https://www.tiktok.com/@julyespinodeguia/video/7067756433307192602
xpesuvclight,#XPES#UVC#uvclight#uv#uvsanitizer#bts#uvlamp #uvcleaning#uvdefender#watertreatment#uvdisinfectionlamp#airpurifier#uva#kitchenexhaust#ventilation#lamp,"bts,lamp,uva,uv,ventilation,uvlamp,uvc,kitchenexhaust,airpurifier,watertreatment,xpes,uvcleaning,uvsanitizer,uvclight,uvdisinfectionlamp,uvdefender",7067730153522138369,1,7067730091266050817,PH,0,1645584163,0,1,https://www.tiktok.com/@xpesuvclight/video/7067730153522138369
xpesuvclight,#XPES#UVC#uvclight#uv#uvsanitizer#bts#uvlamp #uvcleaning#uvdefender#watertreatment#uvdisinfectionlamp#airpurifier#uva#kitchenexhaust#ventilation,"bts,uva,uv,ventilation,uvlamp,uvc,kitchenexhaust,airpurifier,watertreatment,xpes,uvcleaning,uvsanitizer,uvclight,uvdisinfectionlamp,uvdefender",7067427396915367169,1,7067427386261883650,PH,0,1645513671,0,2,https://www.tiktok.com/@xpesuvclight/video/7067427396915367169
xpesuvclight,#XPES#UVC#uvclight#uv#uvsanitizer#bts#uvlamp#uvcleaning#uvdefender #watertreatment#uvdisinfectionlamp#airpurifier#disinfection#kitchenexhaustcleaning,"bts,uv,uvlamp,uvc,disinfection,airpurifier,watertreatment,xpes,kitchenexhaustcleaning,uvcleaning,uvsanitizer,uvclight,uvdisinfectionlamp,uvdefender",7067068197740072194,1,7067068179591334657,PH,0,1645430039,0,1,https://www.tiktok.com/@xpesuvclight/video/7067068197740072194
janeluvrxq,First asmr<33/ cleaning my air purifier #blowthisup #dontletthisflop #fyp #foryou #lifestyle #foryoupage #airpurifier,"lifestyle,foryou,fyp,dontletthisflop,blowthisup,foryoupage,airpurifier",7067015254936456474,2,6751320434718851086,PH,0,1645417711,0,86,https://www.tiktok.com/@janeluvrxq/video/7067015254936456474
jeannozar,#fyp #purifierunboxing Aolon air purifier,"fyp,purifierunboxing",7066964701913074970,6,6817443907576530946,PH,0,1645405941,0,240,https://www.tiktok.com/@jeannozar/video/7066964701913074970
phebbles001,#fyp #airpurifier #hmriloilo,"fyp,airpurifier,hmriloilo",7066637884861779226,1,7066637885675506459,PH,0,1645329848,0,15,https://www.tiktok.com/@phebbles001/video/7066637884861779226
thepeachkitchen,Excited to use this Xiaomi Smart Air Purifier 4 Lite #unboxing #airpurifier #xiaomi #bloggermail,"unboxing,xiaomi,airpurifier,bloggermail",7066339829784530203,81,6792987346162681858,PH,31,1645260453,14,3942,https://www.tiktok.com/@thepeachkitchen/video/7066339829784530203
xpesuvclight,#XPES#UVC#uvclight#uv#uvsanitizer#bts#uvlamp#uvcleaning#uvdefender #watertreatment#uvdisinfectionlamp#airpurifier#disinfection#kitchenexhaust,"bts,uv,uvlamp,uvc,kitchenexhaust,disinfection,airpurifier,watertreatment,xpes,uvcleaning,uvsanitizer,uvclight,uvdisinfectionlamp,uvdefender",7066056104698023169,1,7066056108510939906,PH,0,1645194394,0,1,https://www.tiktok.com/@xpesuvclight/video/7066056104698023169
xpes2oo9,24.00  Air Purifier and Hybrid LED_UVC Troffer Light - Earthwise UV,,7081274728203160833,,7081274748449098497,PH,0,1648737754,0,0,https://www.tiktok.com/@xpes2oo9/video/7081274728203160833
xpesuvclight,#XPES#UVC#uvclight#uv#uvsanitizer#bts#uvlamp #uvcleaning#uvdefender#watertreatment#uvdisinfectionlamp#airpurifier#uva#kitchenexhaust#ventilation,"bts,uva,uv,ventilation,uvlamp,uvc,kitchenexhaust,airpurifier,watertreatment,xpes,uvcleaning,uvsanitizer,uvclight,uvdisinfectionlamp,uvdefender",7081087206739184897,1,7081087184480111362,PH,0,1648694097,0,5,https://www.tiktok.com/@xpesuvclight/video/7081087206739184897
princesemmaximo,"premium defense copper mask and premium air purifier,#notocopyrightinfrigement #unoproducts #rgsx4system","unoproducts,notocopyrightinfrigement,rgsx4system",7081067235422391578,1,7081067253004897051,PH,0,1648689443,1,9,https://www.tiktok.com/@princesemmaximo/video/7081067235422391578
ynnehj24,"Very affordable na air purifier para sa mga budgetarian momsh , magaganda naman ang reviews  ♥️ unboxing",,7080789098952150299,4,7080789087392746266,PH,0,1648624684,0,705,https://www.tiktok.com/@ynnehj24/video/7080789098952150299
xpesuvclight,#XPES#UVC#uvclight#uv#uvsanitizer#bts#uvlamp #uvcleaning#uvdefender#watertreatment#uvdisinfectionlamp#airpurifier#uva#kitchenexhaust#ventilation,"bts,uva,uv,ventilation,uvlamp,uvc,kitchenexhaust,airpurifier,watertreatment,xpes,uvcleaning,uvsanitizer,uvclight,uvdisinfectionlamp,uvdefender",7080731258782829826,1,7080731219591318273,PH,0,1648611220,0,2,https://www.tiktok.com/@xpesuvclight/video/7080731258782829826
yeeeylife07,Last na to! #happiness #lazadahaul #sharpplasmaclusterion #airpurifier #momsoftiktok,"happiness,airpurifier,momsoftiktok,lazadahaul,sharpplasmaclusterion",7080506873576803611,4,7080506922293529371,PH,0,1648558973,0,878,https://www.tiktok.com/@yeeeylife07/video/7080506873576803611
xpesuvclight,#XPES#UVC#uvclight#uv#uvsanitizer#bts#uvlamp #uvcleaning#uvdefender#watertreatment#uvdisinfectionlamp#airpurifier#uva#kitchenexhaust#ventilation,"bts,uva,uv,ventilation,uvlamp,uvc,kitchenexhaust,airpurifier,watertreatment,xpes,uvcleaning,uvsanitizer,uvclight,uvdisinfectionlamp,uvdefender",7080399380733332737,1,7080399370058779393,PH,0,1648533947,0,2,https://www.tiktok.com/@xpesuvclight/video/7080399380733332737
rachyyy_p,Say Hello to our new Xiaomi Air Purifier 4 Lite 🍃🌬 #airpurifier #xiaomiairpurifier4lite #salamatshoppee #shoppeefinds,"airpurifier,salamatshoppee,shoppeefinds,xiaomiairpurifier4lite",7080375820073585946,19,6970975517185738754,PH,0,1648528460,1,1582,https://www.tiktok.com/@rachyyy_p/video/7080375820073585946
xpesuvclight,#XPES#UVC#uvclight#uv#uvsanitizer#bts#uvlamp #uvcleaning#uvdefender#watertreatment#uvdisinfectionlamp#airpurifier#uva#kitchenexhaust#ventilation,"bts,uva,uv,ventilation,uvlamp,uvc,kitchenexhaust,airpurifier,watertreatment,xpes,uvcleaning,uvsanitizer,uvclight,uvdisinfectionlamp,uvdefender",7080054643799166210,1,7080054637562235650,PH,0,1648453681,0,4,https://www.tiktok.com/@xpesuvclight/video/7080054643799166210
aazannie,unboxing my Air purifier💕🥰#ilonggagwafita💃🌷 #foryoupage #fyp😘,"foryoupage,fyp😘,ilonggagwafita💃🌷",7080008013188271387,8,7074981357679561498,PH,1,1648442823,15,769,https://www.tiktok.com/@aazannie/video/7080008013188271387
catalansharon,#sharoncatalan #tiktoker #fyyyyyyyyyyy #foryou #BabySha #fyp #angel #TREND #TikTok #beauty #VIRAL #Shashiiine💖 #foryoupage #ladivasharon #thankyougod #ssc #airhumidifier #humidifer #airdiffuserwithessentialoils #airpurifier #ultrasonichumidifier #airdiffuser,"beauty,angel,viral,tiktok,foryou,trend,thankyougod,fyp,ssc,babysha,humidifer,tiktoker,foryoupage,airpurifier,airdiffuser,airhumidifier,fyyyyyyyyyyy,airdiffuserwithessentialoils,ladivasharon,ultrasonichumidifier,shashiiine💖,sharoncatalan",7079683114783509786,5,6906909529738086401,PH,0,1648367177,0,14,https://www.tiktok.com/@catalansharon/video/7079683114783509786
efusheru,"Here's my handpainted LG Puricare Wearable Air Purifier 🌺These masks will be on display here at BGC Art Mart, Alveo Central Plaza, BGC Arts Center from March 25, Friday until March 27, Sunday.Come and see more creative mask designs made by my fellow artists. I had so much fun making this.Thank you LG!Thank you, BAFI! 🎨@bgcartscenter @artsatbgc @LG Philippines #YouArtNotAlone#LGPuricare#LGPureAirEverywhere#WearYourConfidence @fchelestanislao @glassicology","wearyourconfidence,lgpuricare,youartnotalone,lgpureaireverywhere",7079083673714265370,1,7072632173055985666,PH,0,1648227609,0,126,https://www.tiktok.com/@efusheru/video/7079083673714265370
xpesuvclight,#XPES#UVC#uvclight#uv#uvsanitizer#bts#uvlamp #uvcleaning#uvdefender#watertreatment#uvdisinfectionlamp#airpurifier#uva#kitchenexhaust#ventilation,"bts,uva,uv,ventilation,uvlamp,uvc,kitchenexhaust,airpurifier,watertreatment,xpes,uvcleaning,uvsanitizer,uvclight,uvdisinfectionlamp,uvdefender",7079011452232813825,0,7079011442690673409,PH,0,1648210794,0,1,https://www.tiktok.com/@xpesuvclight/video/7079011452232813825
coachanne26,#thankyou Portable Air purifier🥰❤️,thankyou,7092387162645220634,66,7049067891236293378,PH,1,1651325069,0,649,https://www.tiktok.com/@coachanne26/video/7092387162645220634
plantsinthecity,"Want a Fresh Air + Healthy Plants?This basic plants will give what you want, so hurry and contact us and we will deliver it to your door step.... #indoorplants #plant #indoorplant #airpurifier #airpurification #airpurifyingplants","plant,indoorplant,indoorplants,airpurifier,airpurifyingplants,airpurification",7092058356872957210,2,7092058363722337051,PH,0,1651248512,0,250,https://www.tiktok.com/@plantsinthecity/video/7092058356872957210
erickent18,Allergy no more! #airpurifier #homebuddiesph #homeimprovement #allergycheck #rhinitis #rhinitisproblems #fypシ #foryoupage #shopeecheck #shopeefinds #budolfinds,"homeimprovement,rhinitis,foryoupage,airpurifier,allergycheck,fypシ,shopeefinds,shopeecheck,rhinitisproblems,budolfinds,homebuddiesph",7091645449882307867,84,7079782218322692866,PH,6,1651152375,15,8080,https://www.tiktok.com/@erickent18/video/7091645449882307867
amitieph,Our All-in-1 Spray can perform as:* Furniture Cleaner* Room Freshener* Car Humidifier* Disinfectant Spray* Workspace Cleaner* Air Purifier* Hand Sanitizer* Toilet Deodorizer* Glass Cleaner* Carpet CleanerVisit our Facebook Page: https://www.facebook.com/Amitié-103949525636769/🛒 Order a bottle via shopee: https://shopee.ph/amiitiie2022?smtt=0.210860814-1651126916.9 #homebloom #homebloomph #homebloomfreshness #PrettyHealthyStyle #fyp,"fyp,homebloomph,homebloom,homebloomfreshness,PrettyHealthyStyle",7091548111792885019,1,6941249468143306754,PH,0,1651129712,0,81,https://www.tiktok.com/@amitieph/video/7091548111792885019
mommasuniverse,"Blueair Philippines thought of something so helpful in keeping your home dust free and clean. This Dust Magnet 5210i Air Purifier is tested and proven by third party laboratories to remove 99.97% of airborne particles, even bacteria and  viruses as tiny as 0.1 micron. A real must have! 🤎#blueairph #blueairphilippines #mommyfae #mommasuniverse #airpurifier #dustmagnetairpurifier #trustedbrand #mommyapproved #freedomtobreathe","mommyapproved,airpurifier,freedomtobreathe,trustedbrand,mommasuniverse,mommyfae,blueairphilippines,blueairph,dustmagnetairpurifier",7091167186164780315,36,7091167187763137306,PH,7,1651041021,7,443,https://www.tiktok.com/@mommasuniverse/video/7091167186164780315
kayleen_ortiz,The most ARMY purple air purifier!💜💜💜 #TechKnowlogy #WeAreMightyFit #MightyTech #fitnesstech #techreviewph #WomenOfTiktok,"womenoftiktok,techknowlogy,fitnesstech,wearemightyfit,techreviewph,mightytech",7091125990004493594,1514,6964218604925519873,PH,6,1651031429,17,109892,https://www.tiktok.com/@kayleen_ortiz/video/7091125990004493594
neilaniguardian,#rainmate#airpurifier#rainbow,"rainbow,rainmate,airpurifier",7090911978872474882,2,6770691718187583490,PH,0,1650981602,0,308,https://www.tiktok.com/@neilaniguardian/video/7090911978872474882
ljjanletheartte12,#airpurifier #fyp #tiktok to #son #foryoupage,"son,tiktok,fyp,foryoupage,airpurifier",7090903244339301659,1,6706436817605888001,PH,0,1650979567,0,198,https://www.tiktok.com/@ljjanletheartte12/video/7090903244339301659
abenson.ph,Sobrang sulit this week with Whirlpool! #abenson #whirlpool #appliances #adulting #homebuddiesph #SummerPigilToGigil #airpurifier #washingmachine #summersales,"adulting,washingmachine,whirlpool,summersales,appliances,airpurifier,abenson,homebuddiesph,SummerPigilToGigil",7090835205459692826,61,241372308345331712,PH,3,1650963728,11,6077,https://www.tiktok.com/@abenson.ph/video/7090835205459692826
argiezyramae,Bili na kayo guys just click my acc sa shop you can avail this air purifier#fyp #trending #trend #foryoupage,"trending,trend,fyp,foryoupage",7090763202312588571,7,7001558240915950341,PH,0,1650946961,1,121,https://www.tiktok.com/@argiezyramae/video/7090763202312588571
archt_pilande,Why Particulate Matters are dangerous to our health? #indoorairquality #indoorairpollution #iaq #airpurifier #airdisinfectant #covidprevention #uvc,"iaq,uvc,airpurifier,indoorairquality,indoorairpollution,covidprevention,airdisinfectant",7090536932098247962,5,6999399551337515009,PH,0,1650894278,3,262,https://www.tiktok.com/@archt_pilande/video/7090536932098247962
mlnojorofficial,#airhumidifier #airpurifier #airdehumidifier #usok,"usok,airpurifier,airhumidifier,airdehumidifier",7090028651705552154,4,6703152883124144129,PH,0,1650775935,1,35,https://www.tiktok.com/@mlnojorofficial/video/7090028651705552154
sakura_kinomoto_31,IONKINI PLANT AIR PURIFIER for ₱445. Get it on Shopee now!,,7089876749529517338,1,6780285433650612226,PH,0,1650740569,0,54,https://www.tiktok.com/@sakura_kinomoto_31/video/7089876749529517338
rudycabug,Let Hyla bring nature into your home and free yourself from all annoying air pollution.  The HYLA EST is the air purifier which helps you to breathe better and healthier. Scientifically validated by SIMA. And While it cleans the air it has various attachment that can help you tackle all your cleaning needs.  #HYLAPH #hylavacuum #cleaningservice .,"cleaningservice,hylavacuum,hylaph",7089449577224342810,34,7011464966410602497,PH,0,1650641109,1,202,https://www.tiktok.com/@rudycabug/video/7089449577224342810
cbkhardware,#budolfinds at #cbkhardware ACO air purifier #fyp #foryoupage #airpurifier #aco #cobankiathardware,"fyp,aco,foryoupage,airpurifier,budolfinds,cbkhardware,cobankiathardware",7089416702290611483,31,7089416716677073690,PH,3,1650633454,1,402,https://www.tiktok.com/@cbkhardware/video/7089416702290611483
h.bejo11,Did you know that a humidifier adds moisture to the air to prevent dryness that can cause irritation in many parts of the body.Get yours❤#ilovezenzest #beautyofscent #experienceZZ #diffuseoils #fragranceoils #homescent #everythingoils #fragranceph #perfumeph #forestbamboo #aromaoils #fresh #humidifier #airpurifier,"fresh,humidifier,airpurifier,fragranceoils,aromaoils,homescent,perfumeph,diffuseoils,fragranceph,forestbamboo,ilovezenzest,beautyofscent,experiencezz,everythingoils",7089408103623527706,5,7089408106035202842,PH,0,1650631452,2,686,https://www.tiktok.com/@h.bejo11/video/7089408103623527706
abenson.ph,"Protect yourself from pollution, bacterias, and viruses with Air Master Air Purifier Mask 😷 #abenson #abensonfinds #airmaster #airpurifier #airpurifiermask #mask #facemask #smarthome","mask,facemask,airmaster,smarthome,airpurifier,abenson,airpurifiermask,abensonfinds",7089342139544522011,298,6873290288148794113,PH,15,1650616094,23,9880,https://www.tiktok.com/@abenson.ph/video/7089342139544522011
chbea3x,"This sleek,lightweight, and stylish air purifier will give you ultimate defense and added protection!Get yours now! #foryou #airpurifier #fashion #fypシ #health","fashion,health,foryou,airpurifier,fypシ",7089312058591710491,8,7089312150954445595,PH,0,1650609090,0,348,https://www.tiktok.com/@chbea3x/video/7089312058591710491
obananaph,OBANANA ELECTRONICSADD TO CART NOW!💫Cup Gift Set💫Rotating Photo Stand💫Crazy Cap💫Multi-colored Speaker💫Portable Air Purifier 💫Air Purifier NecklaceSoon available on Google Play and App Store!,,7089292037949836570,8,7089292039472646939,PH,0,1650604429,0,267,https://www.tiktok.com/@obananaph/video/7089292037949836570
julyespinodeguia,Mga Suki Game 😊 pili na Ng mga Trending Products #rhenonlineproducts #leanngreen #airpurifier,"airpurifier,leanngreen,rhenonlineproducts",7089267442718936346,23,7089267522121272091,PH,3,1650598702,0,494,https://www.tiktok.com/@julyespinodeguia/video/7089267442718936346
aquahydraofficial,Ider Air Purifier V-1,,7103843457000688922,2,6770330560591054849,PH,0,1653992445,0,365,https://www.tiktok.com/@aquahydraofficial/video/7103843457000688922
aquahydraofficial,Ider Air Purifier v. 1,,7103818297128340763,3,6951792559903492098,PH,0,1653986587,0,233,https://www.tiktok.com/@aquahydraofficial/video/7103818297128340763
rycelmelyan,Medyo naninipa yung amoy sa room kaya need ko to 😆 #airpurifier #shopee #shopeefinds #musthave,"musthave,shopee,airpurifier,shopeefinds",7103779051558538523,2,6918094651700856833,PH,0,1653977450,0,308,https://www.tiktok.com/@rycelmelyan/video/7103779051558538523
clarifion,Home DIYers know that having air purifiers in the house is a must. 🌬🍃#clarifion #airpurifier #diyersoftiktok #indoorairquality,"airpurifier,indoorairquality,diyersoftiktok,clarifion",7103712581755374875,10,7103712564718177051,PH,4,1653961974,1,286,https://www.tiktok.com/@clarifion/video/7103712581755374875
heypoleane,#celetequeskindefense line PR Unboxing! So cute They even sent a portable air purifier #PR #skincareph #skincare #sunscreen,"pr,sunscreen,skincare,skincareph,celetequeskindefense",7103561187131919643,15,6738456583379880706,PH,0,1653926724,0,1222,https://www.tiktok.com/@heypoleane/video/7103561187131919643
