username,video_description,hashtag_names,id,like_count,music_id,region_code,comment_count,create_time,share_count,view_count
shoreholisticnutrition,you don't want to put toxins like glyphosate and inside your body for hours at a time #womenshealth #hormones #menstrualcup #holistichealth #organic,"organic,hormones,menstrualcup,womenshealth,holistichealth",7171960307810635051,1174,7171960330757622570,US,19,1669852145,1,493
centerforfoodsafety,A glyphosate history tale 🥲🥲. Over TWO DECADES of glyphosate aerial spraying in Colombia- we have no idea how many suffered the health consequences. Read the full article here: https://qz.com/in-colombia-women-s-health-paid-the-price-of-misguided-1849812294 #greenscreensticker,greenscreensticker,7171944645075717418,21,6751217637696473090,US,2,1669848498,0,9
highdratedsustainability,"save yourself from #glyphosate using a medical grade, in-home water ionizer. this ionizer produces 11.5pH water (also known as Sodium Hydroxide) which can emuslify oils as shown here. #waterionizer #cleanyourproduce #nontoxic #nontoxicliving #cleaneating #sodiumhydroxide #pesticideremoval #herbicideremoval #fungicideremoval #knowbetter #dobetter #pesticidefree #fyp ","dobetter,fyp,knowbetter,cleaneating,nontoxic,sodiumhydroxide,pesticideremoval,glyphosate,waterionizer,pesticidefree,nontoxicliving,cleanyourproduce,herbicideremoval,fungicideremoval",7171913514695593222,8,7171913532324301574,CR,0,1669841245,0,193
kunchanthy,😔😔😔 -glyphosate isopropylammonium48=150CC -Glufosinate Ammonium15%=150CC -Humus kali =2ស្លាបព្រាបាយ -ចំណុះធុង25L បាញ់បាន4ថ្ងៃ,,7171710561644727578,75,7122669288263715610,KH,7,1669793991,1,486
dr.bradkobsar,"Lots of people jumping on the plant-based milk. Which do you choose?🤔 🥛Oat milk is the new rage and is full of processed seed oils and synthetic vitamins, low-quality protein, and lots of added sugar. in addition, molecularly it’s wheat! And that means gluten and cancerous glyphosates. 🥛Soy has many positive nutrients but soy is like a sponge for glyphosates found in pesticides and herbicides. Plus it’s been shown to increase estrogen. 👉Dr. Kobsar does not recommend soy at all.  🥛Almond is low in nutrition and calories which can be a plus. It is essentially flavored water. 🥛Coconut is good for many things like minerals, and fiber. It’s packed with healthy fats but be careful, it’s easy to go overboard. 🥛Pea milk is high in protein-rich branched-chain amino acids. It’s a good source of healthy fats, calcium, vitamins A and D as well as potassium and iron. What is your favorite milk alternative? Comment below👇 .⁣⁠ .⁣⁠ .⁣⁠ .⁣⁠ #healthyliving #healthylife #healthiswealth #weightloss #healthcoach #nutrition #healthy #brainhealthmatters #doctor #inflammation #weightlossjourney #gut #life #healthymind #healthyeating #healthybody #mindset  #healthandwellness #health #lifestyle #healthyhabits #functionalmedicinecoach #functionalmedicine #functionalmedicinedoctor #fitness #holistichealth #mind #healthandwellness #naturalmedicine #mindset #mindfulness #mindsetcoach","life,lifestyle,fitness,healthy,health,doctor,mind,weightloss,nutrition,healthcoach,healthylife,weightlossjourney,mindset,gut,healthyeating,healthiswealth,healthymind,healthyliving,healthybody,naturalmedicine,mindfulness,healthyhabits,healthandwellness,inflammation,mindsetcoach,holistichealth,functionalmedicine,brainhealthmatters,functionalmedicinecoach,functionalmedicinedoctor",7171661779569741098,5,7171661765523278638,US,0,1669782637,0,168
the.mind.doula,"idk about you but my grocery bill is increasing, but the food quality is staying the same... Are you someone who's doing your best to buy organic, but frustrated with the selection at the stores? Is your family's wellness your top priority? I found a way to consume more Organic superfoods for around $3-$11 a day, and I'm hosting a zoom to help others learn about it.  If you want an invite, drop INFO in the comments!  #superfoods #nongmoverified  #fuckmonsanto  #crunchymom  #yogamom #plantbasedliving #plantbasedmom #plantbasedfitness #holistichealth  #glyphosatedetox  #spiritualtiktok  #consciousnesstok #healthiswealth ","yogamom,healthiswealth,superfoods,crunchymom,spiritualtiktok,holistichealth,fuckmonsanto,plantbasedfitness,plantbasedliving,plantbasedmom,consciousnesstok,glyphosatedetox,nongmoverified",7171656071423986990,14,6830990026843621377,US,2,1669781306,0,26
stepheintz,"#greenscreen this one is mind blowing but you should send this video to ALL of the women you LOVE and care about! These tampon brands are SO harmful to women’s bodies, health and future babies! It’s so sad that these are carried in all of our major grocery stores and pharmacies and yet the safer options are so much more expensive. Why does being healthy cost so much more? I could go on and on because it makes me so angry that these products exist and most women are unaware. Why would they have to question the most widely used brands and products?? Look out for glyphosate, GMO cotton, other toxins that are in your feminine products. #healthy #healthyliving #womenshealth #tampons #healthfacts ","healthy,tampons,greenscreen,healthyliving,womenshealth,healthfacts",7171610402516782382,380,7050932438444362502,US,27,1669770673,1,3963
ciaoamberc,#greenscreen #wholefoods #sustainableliving #sustainablefarming #glyphosate #farming #organic #grassfed #pastureraised,"organic,wholefoods,greenscreen,farming,grassfed,sustainableliving,pastureraised,sustainablefarming,glyphosate",7171577301816200490,225,7171577326109526827,US,21,1669762965,0,116
everandwild,"The most important thing I’m teaching my children is if you put the wrong fuel into a car it’s not going to work and if we were to feed our rabbits food that they aren’t designed for, they’re going to get sick.  Just like if you feed your body too much of the wrong foods, it won’t thrive. Processed, packaged foods from the supermarket are drenched in additives, preservatives, vegetable oils, glyphosate, MSG, extracts and more.  Unless you are buying organic, you are absorbing glyphosate from your pasta, bread and other grains. Days before harvest wheat is sprayed with Round Up for no other reason but to kill it and make it easier to harvest.  We can’t always control what our children our eating outside of our home, the best we can do is provide the most nutrient dense foods possible and teach them to cook from scratch with whole food ingredients.  We need to get back into the kitchen to heal and nourish our families.  Xx   #organic #organicfood #gmofree  #adelaidemums #aussiemums #adelaidefood #adelaidehills #foodismedicine #foodasmedicine #organicfarming #supportlocal #locallygrown #australianorganic #adelaide #australia ","organic,australia,supportlocal,adelaide,adelaidehills,gmofree,locallygrown,organicfood,aussiemums,foodismedicine,foodasmedicine,organicfarming,adelaidefood,adelaidemums,australianorganic",7171437878252162305,5,7171437887840340738,AU,0,1669730509,0,37
toxfreedoc,#greenscreen #glyphosate #glycine #collagen #health #diet,"health,diet,greenscreen,collagen,glycine,glyphosate",7171244957251046702,83,7171244957552888618,US,0,1669685586,0,62
homegrownjoan,"When life gives you climate changes, grow food for a longer gardening season! Peas! In November is unheard of here!  #HomegrownOrganic #NeverGlyphosate #GlyphosateFree #MondayMotivation #LongIslandNY #LongIslandGardener #UrbanAg #Organic #PesticideFree #FallGardening #EatRight #CleanEating","organic,mondaymotivation,eatright,cleaneating,longislandny,glyphosatefree,pesticidefree,urbanag,fallgardening,homegrownorganic,longislandgardener,neverglyphosate",7171221649189014827,45,7171221667505523502,US,0,1669680159,0,15
leonellabellettini,It’s been almost 6 years and I thought I was gonna die and I was OK with time because I was sick and tired of living unhealthy always feeling depressed and sad but God had other plans for me . when I finally decided to surrender and change my way of life I found Dr. sebi online and it open up my eyes to my ancestral knowledge I realize that all of the answers were within myself when I finally went with him I was able to heal myself.  #d#drsebid#drsebih#heavymetalh#heavymetaldetoxg#glyphosateg#glyphosateawarenesss#speechdelayedd#delayeddevelopmentd#detoxwaterd#detoxification,"heavymetal,detoxwater,drsebi,heavymetaldetox,detoxification,speechdelayed,glyphosate,delayeddevelopment,glyphosateawareness",7171084657713286443,40,7171084748226333482,US,2,1669648288,0,118
hormonespecialist,"This one we call the herbicide estrogenic.  You may not have heard of atrazine, but it’s the 2nd  most widely used herbicide in the U.S. behind glyphosate.  It was banned in Europe in 2013, but we dump 90 million pounds a year of the stuff on our crops to kill weeds and grass.  It’s even used in residential landscaping!  It can decrease testosterone levels in rats and is associated with low birth weight and pre-term delivery in humans,  It’s in most lakes, rivers, and streams (especially in the Midwest in the corn belt) and chances are it’s in your tap water.   Even our own Dept. of Labor recognizes it is estrogenic!  How does this happen?! Because Big Agriculture has powerful influence on regulatory agencies in the good old U.S. of A.   How do you get rid of it?  Here’s the good news.  1) Buy and eat organic food, 2) Any water filtration system with an activated carbon filter will remove it.  So always filter your drinking water.  Done!  Get smart!",,7170911460451716394,3942,7170911492424862506,US,147,1669607943,65,11565
drjessmd,"Here is the link to ""Correlation between CYP1A1 polymorphisms and susceptibility to glyphosate-induced reduction of serum cholinesterase: A case-control study of a Chinese population"": https://www.sciencedirect.com/science/article/pii/S004835751930402X #drjess #doctorsoftiktok ","doctorsoftiktok,drjess",7170683899335626030,177,7170684132710796075,US,14,1669555019,0,527
thewellnesstrinity,"Roundup is one of the most popular weed killers in the U.S. with glyphosate as the most active ingredient in it. ☢️ Glyphosate substitutes for glycine in the body which causes not only leaky gut, but leaky brain, heart, cells, etc... Many autoimmune diseases are correlated with a leaky gut 💩 including diabetes, IBS, ulcerative colitis, crohn’s disease, hashimotos, celiac’s disease, and rheumatoid arthritis (RA). Glyphosate poisons ☠️ the mitochondria, leading to mitochondrial dysfunction and chronic fatigue. Glyphosate also causes changes to DNA 🧬 function resulting in chronic diseases including cancer.  And the list goes on... So why do we put this on our crops?!?!...🤔😨😫 Mother Earth’s Fulvic & Humic Acid SC supports natural cellular detoxification and promotes a healthy GI bacterial balance. It is my go to product to detoxify glyphosate. MegaMucosa is a complete mucosal support supplement formulated to promote a healthy mucosal barrier.  My new Mitochondria Frequency Biofield Tuning program helps with frequency imbalances related to the mitochondria dysfunction toxins like glyphosate can cause. You can find these products and Mitochondria Frequency program in the store link in my bio.  . . . . . . ***This is not medical advice. Please consult your health practitioner.*** . . . . #thewellnesstrinity #glyphosate #roundup #poison #toxin #detox #cancer #autoimmunity #autoimmunedisease #leakygut #leakybrain #mentalhealth #RA #hashimotos #graves #ibs #crohns #mitochondria #mitchondriadysfunction #dna #uclerativecolitis #celiacsdisease #chronicfatigue #energy #tired","dna,poison,tired,energy,detox,cancer,toxin,ra,graves,mentalhealth,crohns,roundup,autoimmunedisease,ibs,autoimmunity,mitochondria,celiacsdisease,chronicfatigue,hashimotos,leakygut,glyphosate,uclerativecolitis,leakybrain,thewellnesstrinity,mitchondriadysfunction",7170582969474665774,8,7060288450549549058,US,0,1669531466,1,77
iamatruthseeker,Why I love/pay 30x the price of sugar for this.. #glycine #healthyliving #glyphosateawareness #fyp,"fyp,healthyliving,glycine,glyphosateawareness",7170549929864285486,31,7142248475495811882,US,10,1669523770,3,254
completegardencentre,Complete Glyphosate  Control all the unwanted perennial grass. 1(868)645-0069 Store Location - El Dorado,,7170315292923432198,10,235918692176371712,JM,1,1669469131,0,296
cornallergyadvocate,#glyphosate,glyphosate,7170021757263334702,50,7096439256658233345,US,76,1669400790,0,5082
cornallergyadvocate,#lawyersoftiktok #glyphosate,"glyphosate,lawyersoftiktok",7183418293389380910,47,7183418310728370990,US,19,1672519917,0,21
droliviapompa,#wine #californiawine #glyphosate #pesticides #organic #biodynamic #foodswaps #nourishment ##droliviapompa##healthinformation##healingjourney##sibo##healthfood,"wine,organic,nourishment,sibo,healthfood,pesticides,biodynamic,healthinformation,healingjourney,californiawine,foodswaps,glyphosate,droliviapompa",7183340848401337646,49,7183340889824103210,US,9,1672501894,0,61
smithsgardentown,Can I spray Round-up all over my lawn? #smithsgardentown #roundup #glyphosate #lawncare #lawnsecrets #landscape #bermudagrass,"landscape,lawncare,roundup,bermudagrass,glyphosate,smithsgardentown,lawnsecrets",7183119669258128683,879,6777297334809135106,US,83,1672450388,0,2839
anniegracedavis,#organic #produce #healthyfood #healthykitchen #organicmom #organicfood #alkalized #gmo #monsanto #glyphosate #nongmo #whenyouknowbetteryoudobetter #water #waterislife #ionizer #erw #alkaline #acidic,"alkaline,water,organic,healthyfood,gmo,erw,produce,waterislife,monsanto,acidic,nongmo,organicfood,ionizer,organicmom,healthykitchen,glyphosate,alkalized,whenyouknowbetteryoudobetter",7182993558264352046,16,7182993603478768427,US,6,1672421034,0,23
shalindominique,"Are you having trouble overcoming a parasitic infection? Then keep reading!⠀ ⠀ The key to stopping these infections from coming back is to get rid of the toxins in your body!⠀ ⠀ Radioactive elements, heavy metals, mold, and glyphosate can slow down drainage pathways leading to toxin build-up in the body.⠀ ⠀ Parasites then feed off these toxins, and reproduce easily. That’s why it’s so important to perform a full-body detox instead of chasing individual symptoms❗⠀ ⠀ If you’ve been struggling to get into remission, sign up for my group coaching program ‘The Root Cause Solution’ or request a consultation with me. I will take you through a full body detox step by step, so you can FINALLY feel vibrant and confident in your body. #leakygut #leakygutsyndrome #leakyguthealing #mold #moldtoxicity #moldillness #candidacleanse #candida #bartonella #babesia #lyme #lymedisease #lymediseaseawareness #lymewarrior #lymeawareness #lymelife #lymesucks #lymefighter #chroniclyme #chroniclymedisease #chronicillnessawareness #chronicillnesswarrior #inflammation #chronicinflammation #guthealthmatters #parasitecleanse #guthealthy #guthealthiseverything ","mold,lyme,candida,lymedisease,lymeawareness,lymediseaseawareness,chroniclymedisease,lymefighter,chronicillnessawareness,chronicillnesswarrior,inflammation,babesia,bartonella,lymewarrior,chronicinflammation,leakygutsyndrome,lymesucks,moldtoxicity,moldillness,leakygut,parasitecleanse,candidacleanse,lymelife,guthealthy,guthealthmatters,chroniclyme,guthealthiseverything,leakyguthealing",7182954347746168110,9,7063386326950742023,US,0,1672411916,0,54
golden_age_creatrix,Secrets about food coloring #guthealth #healthylifestyle  #healthyfood #organic #detox #gutreset #IBS #organicfood #weightloss #farmtotable #regenerative #glyphosatefree #sugardetox #guthealth #foodcoloring #artificialfooddye,"detox,organic,weightloss,healthyfood,foodcoloring,healthylifestyle,ibs,organicfood,guthealth,farmtotable,regenerative,sugardetox,glyphosatefree,gutreset,toxicfreelifestyle,artificialfooddye",7182938044755135790,41,7031101555747080194,US,5,1672408140,0,16
itsmoomysmilk,"So to recap the new CDC update: Toddlers are expected to walk at 18 months instead of 12 months and talk at 15 months rather than 12 months… oh and crawling is no longer a milestone. 😵‍💫 They also now say that children should learn 50 words by 30 months of age, a guidance that clashes with American Speech-Language-Hearing Association, which says children who say fewer than 50 words by 24 months of age have a language problem.  A recent study shows that children born during the pandemic have significantly reduced verbal, motor and overall cognitive performance compared with children born before. (Deoni 2022)  So are children falling behind?  1 in 6 children have a mental health disorder 1 in 6 children have a developmental delay  1 in 44 children have autism … it would appear so.  🔍 What you should be researching: Infant formula, sleep training, excess screen time, emfs, GMOs, seed oils, artificial light, antibiotics, high fructose corn syrup, fluoride, BPA/BPS, fragrance, glyphosate, parabens, artificial food dyes, heavy metals…. to name a few.  🔍How to lower toxin load: Cook at home, buy local, drink filtered water, cut out plastic, improve your air quality at home, and use better cleaning/beauty products.  #momsoftiktok #momtok #babytips #momtips #babytok #babytiktok #motherhoodtips #motherhoodbelike #momlifebelike #momlifevibes ","babytok,momlifebelike,momtips,motherhoodbelike,momtok,babytiktok,momsoftiktok,babytips,motherhoodtips,momlifevibes",7182761696480480558,243,7182761710402095915,US,35,1672367029,15,1461
golden_age_creatrix,#collagen #guthealth #glyphosatefree #beautynutrition,"collagen,guthealth,glyphosatefree,beautynutrition",7182724649850096938,3,7115024563977390082,US,0,1672358415,0,0
golden_age_creatrix,For years I poisoned my family and didn’t know it 💔 #guthealth #healthylifestyle #gutreset #sugardetox #glyphosatefree #toxinfree #healthiswealth #diabetesawareness #prediabetes,"healthylifestyle,healthiswealth,diabetesawareness,guthealth,toxinfree,prediabetes,sugardetox,glyphosatefree,gutreset",7182641843547557166,22,7060288450549549058,US,1,1672339140,0,3
golden_age_creatrix,Don’t make this collagen mistake #healthylifestyle #guthealth #gutreset #sugardetox #glyphosatefree #toxinfree #hormonalbalance #collagen #organicbeauty #cleanbeauty #healthyskin #antiaging,"healthylifestyle,cleanbeauty,healthyskin,collagen,antiaging,guthealth,organicbeauty,toxinfree,sugardetox,glyphosatefree,hormonalbalance,gutreset",7182412473851497774,15,7084465663108089857,US,3,1672285731,0,2
drchrisowen_,"Some latest research from EWG. So many health issues are caused from pesticides, glyphosate, and other chemicals. So many think it’s “normal”health issues. Time to wake up. ",,7182411921788783918,4,6830658949855840257,US,0,1672285600,0,1
golden_age_creatrix,Join us! #guthealth #gutreset #sugardetox #healthylifestyle #glyphosate #glyphosatefree #sinusrelief #healthiswealth #sleephealth,"healthylifestyle,healthiswealth,guthealth,sinusrelief,sugardetox,glyphosate,glyphosatefree,sleephealth,gutreset",7181913461780352302,3,7098939394085702406,US,0,1672169544,0,5
golden_age_creatrix,Healing my #sinus and #allergy symptoms has been a journey #guthealth #gutreset #glyphosatefree #glyphosate #sinusrelief #sinusinfection #sugardetox,"allergy,sinus,sinusinfection,guthealth,sinusrelief,sugardetox,glyphosate,glyphosatefree,gutreset",7181913017855053102,14,6860502663327385601,US,0,1672169441,0,46
daveaspreyofficial,"This is a billion dollar idea 👆🏼 Here’s why oat milk is bad for you:  1. Oats have anti-nutrients you learn about in chapter 1 of The Bulletproof Diet (lectins and phytates). Plants make these to punish animals that eat them. They damage the lining of your gut which causes systemic inflammation, and they suck minerals out of your tissues and keep you from benefiting from the minerals you do eat. (that’s why @dangercoffeeofficial , my new coffee company, has minerals added back in.) 2. Gluten. Big Food loves to tell you that oats are gluten-free because, technically, they are. However, most brands have some gluten anyway, and oats cross-react with gluten sensitivity anyway. 3. Glyphosate. Almost all oat milk, including organic, contains the toxin glyphosate, which disrupts the collagen structures in your body and harms your gut biome. 4. All carbs, no protein, bad fat. Oat milk replaces quality protein found in dairy with extra carbs, and it replaces good fat with bad fat. It doesn’t matter if it looks white and milky. If it doesn’t contain protein and it’s full of bad fat and carbs. It’s not the same. You can expect a blood sugar spike from an all-carbohydrate drink, and you will find it from oat milk for sure. Then, when your blood sugar crashes later, expect to feel tired and cranky and have cravings. Companies are adding $.20 worth of oats to a bunch of water and selling it to you for $6. It’s insulting, and it’s a waste of packaging and shipping resources.  If whining kids want to pour something out in grocery store isles, they should pour oat milk on the floor, not cow’s milk. Cow’s milk causes allergies in some people, but I’d rather have that than oat milk any day. 🙏 #Oatmilk #Kale #Bulletproofdiet #Biohacking #Biohacker #Daveasprey #Oats #Oat","kale,oat,oats,oatmilk,biohacking,biohacker,daveasprey,bulletproofdiet",7181823771098025262,1126,7181823815545146155,US,61,1672148694,132,57172
advocatingforwellness,Looking to improve your water?  DM INFO in comments for more information Or mesaage me directly 562 273 2232 www.advocatingforwaterwellness.com #alkalinewater  #health # #cleanwater #fruit #GLYPHOSATE,"fruit,health,cleanwater,alkalinewater,glyphosate",7181543793789816107,25,6791696398694762497,US,1,1672083477,0,9
drgunyan,"If you're having immune system or gut related symptoms and problems please listen. Glyphosate is the world's most widely produced weed killer. It is used in more than 700 different products for agriculture, forestry and home. Recent studies have discovered that glyphosate exposure can be at the cause of many chronic health problems. It can enter the body by direct absorption through the skin, by eating foods treated with glyphosate, or by drinking contaminated water. Studies have also indicated that glyphosate disrupts the microbiome in the intestine, and that this disruption of the microbiome could cause and contribute to other diseases.  #guthealth #microbiome #immunesystem #hormones #functionalmedicine #grandjunction #grandjunctionfunctionalmedicine #functionalmedicinecolorado #coloradofunctionalmedicine #functionalmedicinegrandjunction #holistic #holistichealing #holistichealth #naturopathicmedicine #brainfog #infertility #inflammation #toxins #drgunyan ","grandjunction,hormones,infertility,toxins,holistic,immunesystem,guthealth,inflammation,brainfog,holistichealing,holistichealth,microbiome,naturopathicmedicine,functionalmedicine,drgunyan,functionalmedicinecolorado,coloradofunctionalmedicine,grandjunctionfunctionalmedicine,functionalmedicinegrandjunction",7181498210043874606,25,7062964269389875207,US,3,1672072871,0,26
deathlessdao.xyz,"GLYPHOSATE + GLUTEN = MUCOID PLAQUE !! Read more on glyphosate: Glyphosate has become one of the most commonly used compounds in the world. ""Glyphosate is the key ingredient in Roundup, a pesticide used on a wide range of crops, including wheat and oats and genetically modified soy and corn. The chemical is also found in hundreds of weed-killing products used on suburban lawns and gardens."" We have been consuming this for years, breathing this for years, and sicker than every before. Women are infertile, we all have hormone imbalances, men are losing testosterone. Our pineal glands are blocked, the walls of our gut are broken down. It's on our food, it's destroying our bodies and it has to be cleared out of our systems. ""Michael Skinner, a WSU professor of biological sciences, and his colleagues exposed pregnant rats to the herbicide between their eighth and 14th days of gestation. More than one-third of the second-generation mothers had unsuccessful pregnancies, with most of those affected dying If that happens to RATS, imagine the effects on HUMANS. CREDITS !! All graphics are taken off of Google images (you can search them yourself). All stock images are taken off Google images or Canva. Learning via the @instituteofregenerativehealth #glyphosate #gluten #edutok #health #healthtok #organic #organicfood ","health,organic,gluten,organicfood,edutok,healthtok,glyphosate",7181297951539547434,78,6758223850871195650,US,3,1672026231,1,1602
marlissaevans,"Always take the time to wash your fruits and vegetables really well before you consume them they have wax and pesticide sprayed all over them. I gave my simple recipe for the fruit wash that I use, and it works very effectively. #fruitwash #glyphosateawareness #washyourfruitsandveggies #holistichealthcoach ","fruitwash,holistichealthcoach,washyourfruitsandveggies,glyphosateawareness",7180901522144972078,4129,6828549981545170946,US,123,1671933933,463,45112
yourdetoxguide,"Below are some fun facts: 👉 My first ‘March Against Monsanto’ was on May 23rd, 2015.  👉Monsanto was the original company that produced Roundup 👉Monsanto name was changed soon after Bayer  purchased them back in 2018. 👉As of April 2022, Monsanto has reached settlement agreements in nearly 100,000 Roundup lawsuits. Monsanto paid approximately $11 billion. 👉glyphosate is the main ingredient in Roundup 👉the number one ☝️ way to prevent consumption of glyphosate is to eat USDA organic foods and products It is extremely difficult to detox the body of glyphosate because glyphosate mimics glycine to trick the body into storing it. 👉 DM me to learn how! Or follow to learn more tips and tricks 💗 #f#fitnessloverh#healthylifee#exercisep#physicalfitnessf#fitfamf#fitnesh#hiith#healthylivingh#healthylunchideasf#fitnessmotivationi#igfitnessh#healthbenefitsb#bodybuildinglifestylee#eathealthyh#healthyrecipes#h#healthyfoodsharet#trainhardh#healthymindw#wellnessf#fitnessfreaksh#healthymomf#fitfoodh#healthylunchf#fitspof#fitlifeh#healthybreakfastd#detoxc#cleandietdetoxing","fitfam,fitlife,detox,exercise,hiit,trainhard,igfitness,healthylife,eathealthy,fitnessfreaks,wellness,fitnes,fitspo,healthbenefits,healthymind,healthyliving,healthybreakfast,fitnessmotivation,fitnesslover,healthymom,fitfood,physicalfitness,healthyrecipes,healthylunch,healthylunchideas,bodybuildinglifestyle,cleandiet,healthyfoodshare",7194951807750212906,5,6785179392189401089,US,2,1675205267,1,39
stacey_trapanese,#duet with @the.farm.acy #CapCut #truth #glyphosate #roundup #cancer,"truth,duet,cancer,roundup,glyphosate,capcut",7194907170100792622,21,7194612402569186090,US,2,1675194877,0,121
shelleybholistic,Click Parasite Cleanse Info button in bio link to learn more about #naturalparasitecleanse. #parasitedieoff #herxreaction #herxing #herxheimerreaction #herxheimer #toxicburden #heavymetalsdetox #heavymetalsinourbody #mycotoxinfree #mycotoxindetox #candidadetox #biofilms #biofilmremoval #microplasticfree #moldspores #moldspore #neurotoxins #glyphosatefree #glyphosatefreefood #dieoff #dieoffsymptoms #parasiteremoval #moldsickness #parasitesymptoms  #parasitecleanseupdate #parasitecleansejourney #cellcore #cellcorepractitioner #cellcorebiosciences #drainagepathways #drainagepathwaysopen,"dieoff,parasiteremoval,cellcore,biofilms,glyphosatefree,candidadetox,glyphosatefreefood,neurotoxins,moldspore,microplasticfree,herxing,herxheimerreaction,toxicburden,parasitesymptoms,moldspores,heavymetalsdetox,drainagepathways,biofilmremoval,dieoffsymptoms,herxheimer,heavymetalsinourbody,moldsickness,parasitedieoff,parasitecleansejourney,drainagepathwaysopen,parasitecleanseupdate,herxreaction,cellcorepractitioner,cellcorebiosciences,naturalparasitecleanse,mycotoxinfree,mycotoxindetox",7194899387040976170,85,7179092755073730561,US,18,1675193065,3,210
antoni2of,#exagerando #paratii #glyphosate,"paratii,exagerando,glyphosate",7194792106114682118,21,7150272266138290178,SV,5,1675168083,4,267
coachingbydemi,"More HIDDEN POISONS & CARCINOGENS - this episode is all about GLYPHOSATE, PESTICIDES & INSECTICIDES #carcinogens #glyphosate #cancerawareness #coach #health #informational #weightloss #insulinresistance #diabetes ","coach,health,weightloss,diabetes,cancerawareness,informational,carcinogens,insulinresistance,glyphosate",7194536473859755307,514,7194536546018773806,US,13,1675108576,0,283
kee_to_wellness,"sunday flow with @lifewaykefir and @studiothree. The cutest yoga + brunch at the canopy hotel rooftop 🌧️  Lifeway products are packed with live and active probiotic cultures aka the good bacteria.  Benefits of Kefir:  🥛Loaded with probiotics to support a healthy digestive system  🥛 Improve mood by supporting a healthy brain-gut connection. Kefir actually includes the amino acid, tryptophan, which helps raise seratonin in the brain  🥛Kefir includes AHA, which is great for skin health  🥛Loaded with protein which y’all know I’m passionate about - 8 oz serving has 11 grams! They also have grass fed kefir, probiotic cheese and organic oat milk (organic is a MUST since non-organic are heavily sprayed with glyphosate). You can find at Whole Foods, Sprouts, Target, Wheatsville, Wal Mart, Randall’s and more.  #lifewaykefir #wellthseries #partnered #kefir #yoga #probiotic #probiotics #probioticdrink #probioticsforwomen #guthealth #guthealthmatters #guthealthtiktok #guthealthtips #guthealthtok #guthealthjourney #guthealthhacks #guthealthchangeseverything #guthealthy ","yoga,kefir,probiotic,partnered,guthealth,probiotics,probioticdrink,guthealthy,guthealthmatters,guthealthchangeseverything,guthealthjourney,lifewaykefir,guthealthtiktok,probioticsforwomen,guthealthtips,guthealthtok,guthealthhacks,wellthseries",7194516898241858858,5,7000729525042546690,US,5,1675104020,0,21
emselement,I just wanted to learn how to manage my anxiety better and now i have #healthanxiety 🤩 but good news is is that i found what i want to dedicate my life towards changing 👏🏽🫶🏽 #holistichealth #environmentalhealth #glyphosateawareness #herbicidedamage #healingtheearth,"healthanxiety,holistichealth,environmentalhealth,healingtheearth,glyphosateawareness,herbicidedamage",7194276420502441262,1027,7091440684523260677,US,47,1675048019,10,2907
ilsalgd,"As a regenerative health practitioner it’s my job to find you safe solutions for your health.💕  I’m not trying to rag on these other companies, simply bring AWARENESS to the fact that they are not the cleanest thing out there, and that you may still be chemical loading, ☹️ even if they say they are clean.   The biggest issue here 🔥 with other companies making claims that their product is “clean and pesticide free” is that glyphosate (a class 1 carcinogen and main ingredient in one of the highest used weed killers in the world) is a water soluble molecule that can evaporate into the air and get into other soils through our 💧water systems, so, even if they are not spraying these crops with chemical pesticides, there is still a big chance of some level of chemical toxicity that can leach into the food from the soil or from our rain. ☔️ The reason why I love the products I work with so much is that they are triple tested for these contaminants 🙌 so I know for a fact there is no glyphosate and no other chemical toxicity or heavy metal toxicity. I haven’t found ANY other company that goes through this rigorous testing process and includes glyphosate testing. This matters, because 💥Glyphosate toxicity destroys the tight junctions in the gut lining and also it can block us from our absorption of our essential amino acids,💥 which are the building blocks of the body. So this is nothing to joke about or take lightly around the food that we’re eating and feeding our children.👨‍👩‍👧 If you would like to learn more about Glyphosate, chemical toxicity, or healthy solutions for your body, message me now. ##cleaneating##phplive2023##glyphosate##glyphosateawareness##healthyliving##cleanproducts##regenerativehealth##regenerativeagriculture##qualitymatters##cleanfood##foodtoxins##toxicfood##soilhealthmatters##choosewisely##supportyourbody##healthynutrition##healthysolutions","choosewisely,cleaneating,healthyliving,supportyourbody,qualitymatters,cleanfood,toxicfood,healthynutrition,cleanproducts,regenerativeagriculture,glyphosate,foodtoxins,healthysolutions,soilhealthmatters,glyphosateawareness,regenerativehealth,phplive2023",7194218083467316526,17,7194218089276345130,US,6,1675034439,0,7
jm30ww,"Homemade cinnamon apple and banana oats 😋 Cinnamon apple oatmeal is my favorite, but all the store bought is full of added sugars, natural flavors, unnecessary additives, glyphosate and lots more so I made my own!  Let me know if you try it yourself 😊 @chosenfoods Avocado oil @onedegreeorganics Sprouted Rolled Oats from @costco  @traderjoes Organic Cinnamon  #cinnamonappleoatmeal #cinnamonapple #madefromscratch #easyrecipes #recipes #reels #fyp #foryou ","foryou,cinnamonapple,fyp,reels,madefromscratch,recipes,easyrecipes,cinnamonappleoatmeal",7194105476097969454,124,7052975819882235906,US,0,1675008224,0,54
