query,querySlug,cluster,clusterLabel,text,videosNumber,ids
detox,detox,4,Health and wellness,health,13,7103754531342765338|7114996665609637147|7126559797712784666|7194965611150134555|7216849158941035781|7227980603725991173|7227980466173840646|7227980291774713094|7227980124631698694|7262110235572161797|7296175191577677061|7307344821700660486|7307328278535113990
detox,detox,4,Health and wellness,wellness,9,7114996665609637147|7138055653809032475|7149048555603266843|7227980603725991173|7227980466173840646|7227980291774713094|7227980124631698694|7296175191577677061|7307344821700660486
detox,detox,4,Health and wellness,healing,6,7126559797712784666|7138066828613438746|7227980603725991173|7227980466173840646|7227980291774713094|7227980124631698694
detox,detox,4,Health and wellness,supplements,3,7183466021074865434|7262110235572161797|7296175191577677061
detox,detox,4,Health and wellness,nutrition,6,7227980603725991173|7227980466173840646|7227980291774713094|7227980124631698694|7262110235572161797|7296175191577677061
detox,detox,9,Healthy living,healthyliving,10,7069753795353365786|7103887042001653019|7183251080489356570|7227985701252500741|7227980603725991173|7227980466173840646|7227980291774713094|7227980124631698694|7262110235572161797|7296175191577677061
detox,detox,9,Healthy living,weightloss,13,7069744912631139610|7171828331623550213|7183466021074865434|7216849158941035781|7216846309444128006|7227980603725991173|7227980466173840646|7227980291774713094|7227980124631698694|7262118494043409670|7296231019361946886|7296175191577677061|7307328278535113990
detox,detox,9,Healthy living,healthydrinks,4,7081277828318186778|7092237341045132571|7115183549136801025|7284753836164517125
detox,detox,9,Healthy living,healthandwellness,5,7114996665609637147|7227980603725991173|7227980466173840646|7227980291774713094|7227980124631698694
detox,detox,9,Healthy living,fitness,9,7126327477714144539|7183466021074865434|7216864373548141830|7227980603725991173|7227980466173840646|7227980291774713094|7227980124631698694|7262110235572161797|7296175191577677061
detox,detox,9,Healthy living,healthy,9,7138055653809032475|7183251080489356570|7216846309444128006|7227980603725991173|7227980466173840646|7227980291774713094|7227980124631698694|7262110235572161797|7296175191577677061
detox,detox,9,Healthy living,diet,5,7171954130318069018|7171952804162981147|7183251080489356570|7183238540644437275|7296175191577677061
detox,detox,9,Healthy living,guthealth,3,7183304854721416475|7194961392888286491|7194916213892402458
detox,detox,9,Healthy living,healthyfood,6,7227980603725991173|7227980466173840646|7227980291774713094|7227980124631698694|7262110235572161797|7296175191577677061
detox,detox,9,Healthy living,healthylife,4,7227980603725991173|7227980466173840646|7227980291774713094|7227980124631698694
detox,detox,9,Healthy living,weightlossjourney,5,7227980603725991173|7227980466173840646|7227980291774713094|7227980124631698694|7307328278535113990
detox,detox,9,Healthy living,healthylifestyle,8,7227980603725991173|7227980466173840646|7227980291774713094|7227980124631698694|7250631584385142022|7262110235572161797|7296175191577677061|7307328278535113990
detox,detox,9,Healthy living,healthyeating,4,7227980603725991173|7227980466173840646|7227980291774713094|7227980124631698694
detox,detox,9,Healthy living,healthiswealth,5,7227980603725991173|7227980466173840646|7227980291774713094|7227980124631698694|7239494150167514374
detox,detox,9,Healthy living,fitnessmotivation,4,7227980603725991173|7227980466173840646|7227980291774713094|7227980124631698694
detox,detox,9,Healthy living,holistichealth,4,7227980603725991173|7227980466173840646|7227980291774713094|7227980124631698694
detox,detox,10,Coffee,slimmingcoffee,6,7103923562108554523|7115016585990982939|7205278742787231002|7216857726352100634|7227995658563734790|7296264831999413510
detox,detox,10,Coffee,coffee,15,7114911770971622682|7114878002139319578|7126327477714144539|7160752871523290394|7171780078114770203|7183287781135813915|7205288726463859994|7205274504229063963|7216862920120995078|7216858664953482501|7216839157467942170|7227986874898369798|7262118494043409670|7296188603636403462|7307398468543286534
detox,detox,10,Coffee,ketobrew,5,7126618458942475546|7126602339607235867|7126545987002305818|7149091185066380570|7149051596528176411
detox,detox,10,Coffee,ketobrewfitspiration,4,7126618458942475546|7126602339607235867|7126545987002305818|7149051596528176411
detox,detox,10,Coffee,ketobrewdiet,4,7126618458942475546|7126602339607235867|7126545987002305818|7149051596528176411
detox,detox,10,Coffee,collagendrink,3,7149048555603266843|7171907232232181018|7262117057909525765
detox,detox,10,Coffee,coffeeshape,11,7183243305906359579|7194837310867819803|7205288726463859994|7216862920120995078|7216858664953482501|7227995521988775173|7227988086058274053|7250626098977885446|7262135518828317957|7296269549425495301|7318749480654785798
detox,detox,10,Coffee,coffeeshapebycriscosmeticph,3,7194837310867819803|7296269549425495301|7318749480654785798
detox,detox,10,Coffee,coffeeshapebycriscosmetics,3,7216846309444128006|7296269549425495301|7318749480654785798
detox,detox,10,Coffee,sexydetoxcoffee,5,7239419707000950021|7250629057279167749|7250625243579075845|7284721513134132485|7296264758595013893
detox,detox,10,Coffee,glowmingshapedetoxcoffeebycc,3,7250627029589069061|7284697809771646213|7318749480654785798
detox,detox,13,Skincare and hair,whitening,15,7069733558226554139|7092393908629425434|7115113520944909594|7114878002139319578|7126559797712784666|7149067787980377370|7149048555603266843|7160784013915983131|7160685994503572763|7183287553787710746|7194954140802354459|7194953236015566106|7216857726352100634|7239473312923929861|7318903557690887430
detox,detox,13,Skincare and hair,skincare,6,7081255407565425947|7115021918650076442|7149067787980377370|7160675842375388443|7262110235572161797|7296175191577677061
detox,detox,13,Skincare and hair,beauty,7,7126559797712784666|7205317693765864730|7216849158941035781|7216848270956530970|7262110235572161797|7273601279849483525|7296175191577677061
detox,detox,13,Skincare and hair,haircolor,3,7149275886158662939|7307384530623597830|7307384420858629381
detox,detox,13,Skincare and hair,selfcare,5,7171828331623550213|7227980603725991173|7227980466173840646|7227980291774713094|7227980124631698694
detox,detox,13,Skincare and hair,cleanse,3,7183429417866120474|7183238540644437275|7284753836164517125
detox,detox,13,Skincare and hair,hairtransformation,3,7205317693765864730|7307384530623597830|7307384420858629381
detox,detox,13,Skincare and hair,aibeauty,6,7239495994348555526|7250625243579075845|7284748922621398277|7284721513134132485|7296264758595013893|7296152949036715269
detox,detox,18,Glowing detox,glowmingshapedetox,12,7171856782279724314|7183289499420560666|7183279789300616475|7194953838862798106|7227995521988775173|7227988086058274053|7227986824289930501|7250627029589069061|7262135518828317957|7273626313502543110|7307404945970482438|7318749480654785798
detox,detox,18,Glowing detox,glowmingcoffeedetox,3,7183289499420560666|7194953838862798106|7318749480654785798
detox,detox,18,Glowing detox,glowmingdetoxbycrisclerigo,5,7183289499420560666|7216848270956530970|7250627029589069061|7262135518828317957|7318749480654785798
detox,detox,18,Glowing detox,glowmingdetox,4,7194953838862798106|7216849158941035781|7250627029589069061|7318749480654785798
detox,detox,18,Glowing detox,glowmingshapedetoxberryjuicebycc,4,7227995658563734790|7250627029589069061|7284697809771646213|7318749480654785798
plogging,plogging,19,Plogging,plogging,12,7091112210323344666|7101129900576279835|7111348272287059227|7123534874044058907|7129337282590477594|7169594887086607643|7199275210145631514|7225022102561099015|7217341415100124421|7235025493886635269|7245841819060178181|7258802817861831942
air purifier,air-purifier,0,UV filter,uv,17,7059213342635805954|7058540797074935041|7058160010332867841|7069586469588913410|7068865978586762497|7068504344106126594|7068114722742095105|7067730153522138369|7067427396915367169|7067068197740072194|7066056104698023169|7081087206739184897|7080731258782829826|7080399380733332737|7080054643799166210|7079011452232813825|7194632518304304410
air purifier,air-purifier,0,UV filter,uvlamp,17,7059213342635805954|7058540797074935041|7058160010332867841|7069586469588913410|7068865978586762497|7068504344106126594|7068114722742095105|7067730153522138369|7067427396915367169|7067068197740072194|7066056104698023169|7081087206739184897|7080731258782829826|7080399380733332737|7080054643799166210|7079011452232813825|7216629570756283653
air purifier,air-purifier,0,UV filter,uvc,17,7059213342635805954|7058540797074935041|7058160010332867841|7069586469588913410|7068865978586762497|7068504344106126594|7068114722742095105|7067730153522138369|7067427396915367169|7067068197740072194|7066056104698023169|7081087206739184897|7080731258782829826|7080399380733332737|7080054643799166210|7079011452232813825|7090536932098247962
air purifier,air-purifier,0,UV filter,uvcleaning,16,7059213342635805954|7058540797074935041|7058160010332867841|7069586469588913410|7068865978586762497|7068504344106126594|7068114722742095105|7067730153522138369|7067427396915367169|7067068197740072194|7066056104698023169|7081087206739184897|7080731258782829826|7080399380733332737|7080054643799166210|7079011452232813825
air purifier,air-purifier,0,UV filter,uvsanitizer,16,7059213342635805954|7058540797074935041|7058160010332867841|7069586469588913410|7068865978586762497|7068504344106126594|7068114722742095105|7067730153522138369|7067427396915367169|7067068197740072194|7066056104698023169|7081087206739184897|7080731258782829826|7080399380733332737|7080054643799166210|7079011452232813825
air purifier,air-purifier,0,UV filter,uvclight,16,7059213342635805954|7058540797074935041|7058160010332867841|7069586469588913410|7068865978586762497|7068504344106126594|7068114722742095105|7067730153522138369|7067427396915367169|7067068197740072194|7066056104698023169|7081087206739184897|7080731258782829826|7080399380733332737|7080054643799166210|7079011452232813825
air purifier,air-purifier,0,UV filter,uvdisinfectionlamp,16,7059213342635805954|7058540797074935041|7058160010332867841|7069586469588913410|7068865978586762497|7068504344106126594|7068114722742095105|7067730153522138369|7067427396915367169|7067068197740072194|7066056104698023169|7081087206739184897|7080731258782829826|7080399380733332737|7080054643799166210|7079011452232813825
air purifier,air-purifier,0,UV filter,uvdefender,16,7059213342635805954|7058540797074935041|7058160010332867841|7069586469588913410|7068865978586762497|7068504344106126594|7068114722742095105|7067730153522138369|7067427396915367169|7067068197740072194|7066056104698023169|7081087206739184897|7080731258782829826|7080399380733332737|7080054643799166210|7079011452232813825
air purifier,air-purifier,0,UV filter,unboxing,6,7058065746986798363|7066339829784530203|7114788936303562010|7136582992029355290|7160622108387626267|7261445558512962822
air purifier,air-purifier,0,UV filter,uva,11,7069586469588913410|7068865978586762497|7068504344106126594|7068114722742095105|7067730153522138369|7067427396915367169|7081087206739184897|7080731258782829826|7080399380733332737|7080054643799166210|7079011452232813825
air purifier,air-purifier,0,UV filter,uvcareph,8,7147998548313853210|7159498150024154373|7159140955138870533|7171640377815125274|7170572626123935002|7216660602096340229|7215549329971498246|7296076432520793349
air purifier,air-purifier,0,UV filter,bestlifewithuvcareph,5,7147998548313853210|7171640377815125274|7170572626123935002|7215549329971498246|7296076432520793349
air purifier,air-purifier,0,UV filter,uvcare,3,7171640377815125274|7194632518304304410|7216660602096340229
air purifier,air-purifier,0,UV filter,ultrasonic,3,7216220386306886917|7261430780067335429|7296006136405232901
air purifier,air-purifier,3,Air humidifier,airhumidifier,32,7079683114783509786|7090028651705552154|7148769582034046235|7159970473827257626|7159952145641409818|7171349343482498331|7182076433982917915|7180536493247597851|7180532460692835611|7194887033133813018|7204648260282207515|7204470825926266138|7215593413608017158|7227274606334332165|7227266137946328325|7239325145880399109|7239292347396263174|7238871924909165829|7238851842719911174|7250381565774138629|7250031875140422917|7249945781417856262|7249764901382638854|7249704681889352965|7249644588426710278|7262132871056346373|7262051645926821125|7262044208922397958|7284590729588985093|7284512333135695110|7306703931625721094|7318388654555024645
air purifier,air-purifier,3,Air humidifier,humidifier,57,7089408103623527706|7101944015523728666|7101156548277325083|7113381870410206491|7112840530375101723|7112840302636928283|7112835022259850522|7122762966159740186|7148769582034046235|7147751608456056091|7147459085150080283|7159952145641409818|7159501672761412891|7159152865301351706|7171317446865882394|7170875654865538330|7182327473340763419|7182076433982917915|7180536493247597851|7180532460692835611|7193569596782300442|7193307062779006234|7205270974625893658|7204851421521448218|7204790697407384859|7204468248463592731|7216549614206471450|7216220386306886917|7216193558502526213|7215593413608017158|7227799206717689093|7227701642668346629|7227635373722127621|7227459255064939781|7227274606334332165|7239325145880399109|7239324164727770373|7239304573867805957|7239292347396263174|7238896236865096965|7249679241023950085|7249665297668459782|7262132871056346373|7262044208922397958|7261818037005765894|7261445558512962822|7261430780067335429|7261235974326340870|7273147888325119237|7284554325316078854|7284439454566124806|7296006136405232901|7295791210008988933|7318681904125889797|7318381523617451270|7318381086831054086|7318316432306097414
air purifier,air-purifier,3,Air humidifier,airhumidifieraromatherapy,8,7101944015523728666|7180536493247597851|7180532460692835611|7250031875140422917|7262051645926821125|7262044208922397958|7284590729588985093|7318388654555024645
air purifier,air-purifier,3,Air humidifier,humidifiermini,7,7101156548277325083|7182076433982917915|7180536493247597851|7180532460692835611|7227635373722127621|7249679241023950085|7261235974326340870
air purifier,air-purifier,3,Air humidifier,ledhumidifier,3,7180536493247597851|7180532460692835611|7262044208922397958
air purifier,air-purifier,3,Air humidifier,dehumidifier,3,7204626682014108955|7284558991772929286|7306493974355774726
air purifier,air-purifier,3,Air humidifier,humidifierdifuser,4,7215546747077037317|7227635373722127621|7227459255064939781|7249679241023950085
air purifier,air-purifier,9,Hepa filter,hepafilter,6,7136905913134370074|7135832297118502171|7216629570756283653|7215549329971498246|7238904696038051078|7296076432520793349
air purifier,air-purifier,12,Air improvement,ventilation,11,7069586469588913410|7068865978586762497|7068504344106126594|7068114722742095105|7067730153522138369|7067427396915367169|7081087206739184897|7080731258782829826|7080399380733332737|7080054643799166210|7079011452232813825
air purifier,air-purifier,12,Air improvement,airdiffuser,4,7079683114783509786|7180536493247597851|7180532460692835611|7194434956158946586
air purifier,air-purifier,12,Air improvement,airdiffuserwithessentialoils,3,7079683114783509786|7180536493247597851|7180532460692835611
air purifier,air-purifier,12,Air improvement,air,12,7115081980445838619|7114116943992376602|7112840530375101723|7112840302636928283|7112835022259850522|7135548167336054043|7194090149242801435|7194081050576948506|7204470825926266138|7216629570756283653|7227343224422141190|7249715168308137222
air purifier,air-purifier,12,Air improvement,airconditioner,4,7113110582923988226|7171360361831075098|7249956752760851718|7295967076202679557
air purifier,air-purifier,12,Air improvement,airfilter,3,7123562542064078106|7216629570756283653|7272699470330989829
air purifier,air-purifier,12,Air improvement,diffuser,8,7148769582034046235|7147459085150080283|7193307062779006234|7204626682014108955|7204470825926266138|7216549614206471450|7227459255064939781|7239304573867805957
air purifier,air-purifier,12,Air improvement,airfreshener,4,7170875654865538330|7249764901382638854|7296052445006810374|7318582089475951878
air purifier,air-purifier,12,Air improvement,aircooler,5,7216117566077488390|7227799206717689093|7227266137946328325|7272729124731391238|7295967076202679557
air purifier,air-purifier,12,Air improvement,aircoolerfan,3,7227799206717689093|7272729124731391238|7295967076202679557
air purifier,air-purifier,12,Air improvement,armorwax,3,7250381565774138629|7249945781417856262|7249704681889352965
air purifier,air-purifier,13,Aroma therapy,essentialoil,8,7113381870410206491|7148769582034046235|7159152865301351706|7180536493247597851|7180532460692835611|7194887033133813018|7205270974625893658|7238871924909165829
air purifier,air-purifier,13,Aroma therapy,essentialoils,5,7171349343482498331|7182076433982917915|7180536493247597851|7180532460692835611|7261445558512962822
air purifier,air-purifier,13,Aroma therapy,aromatherapy,12,7182076433982917915|7180536493247597851|7180532460692835611|7204790697407384859|7204470825926266138|7216549614206471450|7216220386306886917|7216193558502526213|7250381565774138629|7249945781417856262|7249704681889352965|7261818037005765894
air purifier,air-purifier,13,Aroma therapy,aroma,3,7194434956158946586|7205270974625893658|7204468248463592731
air purifier,air-purifier,13,Aroma therapy,aromadiffuser,5,7204790697407384859|7238606800688368901|7262051645926821125|7262044208922397958|7261445558512962822
air purifier,air-purifier,13,Aroma therapy,diffuserscents,3,7250381565774138629|7249945781417856262|7249704681889352965
air purifier,air-purifier,13,Aroma therapy,hotoil,3,7306840616678198533|7306463126667447558|7318795191601646854
air purifier,air-purifier,17,Air purifier,airpurifier,228,7059318563571584283|7059213342635805954|7058540797074935041|7058202433532529947|7058160010332867841|7058065746986798363|7069586469588913410|7069356426384248091|7069185300257377563|7068865978586762497|7068504426562063643|7068504344106126594|7068198708218694938|7068114722742095105|7067866656730615067|7067756433307192602|7067730153522138369|7067427396915367169|7067068197740072194|7067015254936456474|7066637884861779226|7066339829784530203|7066056104698023169|7081087206739184897|7080731258782829826|7080506873576803611|7080399380733332737|7080375820073585946|7080054643799166210|7079683114783509786|7079011452232813825|7092058356872957210|7091645449882307867|7091167186164780315|7090911978872474882|7090903244339301659|7090835205459692826|7090536932098247962|7090028651705552154|7089416702290611483|7089408103623527706|7089342139544522011|7089312058591710491|7089267442718936346|7103779051558538523|7103712581755374875|7103399205963648283|7103348049006693658|7102595822486932763|7102594191502495003|7102364162818428186|7101944015523728666|7101600269561089306|7101156548277325083|7100941726373727515|7114788936303562010|7114585358553058561|7114223930335857946|7114116943992376602|7113992996286221569|7113381870410206491|7113110582923988226|7125717377542589698|7125355141665951003|7124897829914496258|7124542609925704986|7124497832714849563|7124477430152187163|7123562542064078106|7122762966159740186|7122433816915971355|7122287378214997275|7137956095590485253|7137911419143474433|7137659083431169307|7137286721980337435|7136905913134370074|7136582992029355290|7136468551816203546|7136149117058764059|7135832297118502171|7135694969217600795|7135693815767141659|7135667751661669658|7149094533773544706|7147998548313853210|7147993282990165274|7147978542448446721|7147751608456056091|7147459085150080283|7147254904011230491|7160667238255856922|7160644430658129179|7160154104335994139|7159982582715698459|7159952145641409818|7159768500691553541|7159501672761412891|7159500003810069787|7159498150024154373|7159392043511352603|7159344175614381338|7159152865301351706|7159115600206384410|7159094126665895195|7171794068459015450|7171791972980559131|7171360361831075098|7171349343482498331|7170572626123935002|7182790145995853082|7182683105176718593|7182327473340763419|7181437242550881563|7180536493247597851|7180532460692835611|7194887033133813018|7194728282871303451|7194434956158946586|7194398556206222618|7194081050576948506|7193995511437757702|7193569596782300442|7193307062779006234|7193299853168889115|7193141315650063643|7205270974625893658|7205104224328240390|7204851421521448218|7204839308908301594|7204798775376858395|7204790697407384859|7204726342972083483|7204648260282207515|7204626682014108955|7204492401203809563|7204470825926266138|7204468248463592731|7216629570756283653|7216549614206471450|7216476342840216858|7216383948849417478|7216193558502526213|7215868052393430277|7215593413608017158|7215546747077037317|7227837561354456326|7227799206717689093|7227729606902680837|7227687341815532806|7227635373722127621|7227408381269560582|7227314430822862085|7227306797713853701|7227274606334332165|7227266137946328325|7227068567106161926|7227034201504238854|7239332783674395910|7239325145880399109|7239304573867805957|7239292347396263174|7239253148378909957|7238916995108850949|7238904696038051078|7238896236865096965|7238871924909165829|7238851842719911174|7238777266170285317|7238611150789741829|7238606800688368901|7250627400915062021|7250381565774138629|7250096346286296326|7250031875140422917|7249956752760851718|7249945781417856262|7249764901382638854|7249715168308137222|7249704681889352965|7249679241023950085|7249644588426710278|7262132871056346373|7262051645926821125|7262044208922397958|7261853096949730566|7261823326690069766|7261818037005765894|7261445558512962822|7261430780067335429|7273147888325119237|7272729124731391238|7272699470330989829|7272609241184095493|7272374906614975750|7284633264399092997|7284621326340410629|7284597322451782918|7284590729588985093|7284576626409573637|7284558991772929286|7284554325316078854|7284512333135695110|7284505984876465413|7284424705673563398|7284412912326823174|7284282156791172358|7296241087146921222|7296111656105479442|7296060832461425925|7296052445006810374|7295967076202679557|7295928890797673733|7295927752991968518|7295783943297600774|7295679769788550405|7307062076797750533|7306922213372923142|7306908131584478469|7306703931625721094|7306545280764087558|7306495470187089158|7318902222845267205|7318417529880333573|7318388654555024645|7318381523617451270|7318381086831054086|7318316432306097414
air purifier,air-purifier,17,Air purifier,disinfection,5,7059213342635805954|7058540797074935041|7058160010332867841|7067068197740072194|7066056104698023169
air purifier,air-purifier,17,Air purifier,carairpurifier,3,7058246607686405402|7069185300257377563|7102364162818428186
air purifier,air-purifier,17,Air purifier,purifier,9,7114788936303562010|7159501672761412891|7171296246026472730|7194081050576948506|7216193558502526213|7249715168308137222|7284576626409573637|7318417529880333573|7318381523617451270
air purifier,air-purifier,17,Air purifier,cleanair,14,7114116943992376602|7125717377542589698|7136468551816203546|7136149117058764059|7160667238255856922|7171349343482498331|7216660602096340229|7227729606902680837|7273407116902157573|7272699470330989829|7296060832461425925|7295928890797673733|7295791210008988933|7306922213372923142
air purifier,air-purifier,17,Air purifier,portableairpurifier,4,7137610630449614106|7171640377815125274|7181437242550881563|7284597322451782918
air purifier,air-purifier,17,Air purifier,cleanwithme,3,7148240188219723035|7215868052393430277|7250627400915062021
air purifier,air-purifier,17,Air purifier,airpurifierph,4,7147998548313853210|7159498150024154373|7170572626123935002|7215549329971498246
air purifier,air-purifier,17,Air purifier,kaisavillaairpurifier,7,7147254904011230491|7216654704716156165|7227306797713853701|7249715168308137222|7284505984876465413|7284412912326823174|7306545280764087558
air purifier,air-purifier,17,Air purifier,thecleanroom,5,7159768500691553541|7159140955138870533|7171640377815125274|7180620783268482330|7216660602096340229
air purifier,air-purifier,17,Air purifier,airpurifierrecommendation,6,7205104224328240390|7227635373722127621|7238904696038051078|7249715168308137222|7273147888325119237|7284621326340410629
air purifier,air-purifier,17,Air purifier,airpurifiers,5,7216629570756283653|7227635373722127621|7249715168308137222|7284621326340410629|7284412912326823174
air purifier,air-purifier,17,Air purifier,aircleaner,3,7227408381269560582|7296076432520793349|7296052445006810374
water purifier,water-purifier,4,Bottles and sodamakers,sodamaker,4,7115021112416816385|7114134552506879233|7111956717306465562|7121907860296043777
water purifier,water-purifier,4,Bottles and sodamakers,petbottle,3,7121916046629506305|7120427906655997186|7135235094666628354
water purifier,water-purifier,4,Bottles and sodamakers,bottlefree,4,7148731444817317147|7145703338456272155|7159041797526752538|7169094879195319579
