id,title,rank,keyword_Location,cluster,clusterLabel
485339173,Factory,403,,oil_platforms,Oil platforms
1177940929,"Raw untreated yellow water or sewage being pumped into a blue lake - Hollywood, Florida, USA",404,Florida - US State|USA|Gulf Coast States|Broward County|Hollywood - Florida,pipes,Pipes
961632890,Storm water drain,405,Australia,other,Other
1293431953,Woman hand holding garbage bottle plastic putting into recycle bag for cleaning,406,Taiwan,people_cleaning,People cleaning
505209754,sewage treatment plant with sunrise,407,Europe,other,Other
172770610,Oil Slick,408,,oil_in_water,Oil in water
1214662154,Dirty used medical mask on beach,409,Estonia,waste_on_the_beach,Waste on the beach
1384608286,Environmental pollution. Volunteer in protective gloves picks up a plastic bottle on the beach. Close up of hand. Low angle view. Copy space. The concept of cleaning the coastal zone,410,Russia,people_cleaning,People cleaning
467928927,Septic Tank Installation,411,,pipes,Pipes
1315501996,Water Purification Plant from Above,412,Europe|Germany,water_clarifiers,Water clarifiers
1357646781,Biohazard Sign Background,413,,other,Other
1158716540,"the work of a scientist ecologist, a portrait of an employee who conducts a study of water in a creek",414,Russia,experts_analysing,Experts analysing
1179252628,Team of young volunteers are picking up plastic on a beach,415,Ukraine,people_cleaning,People cleaning
932014198,Dirty urban sewage flowing throw round sewer tunnel pipe,416,Voronezh|Russia,other,Other
1169156089,Waste water drains from concrete  pipe,417,Thailand|South Korea,pipes,Pipes
872849876,Great concept of infection,418,Brazil,other,Other
1163261275,Plastic bag drifting over coral reef underwater,419,Sulawesi|Indonesia|Bunaken Island|Asia,waste_underwater,Waste underwater
941859784,Save the Planet,420,France|Spain|Italy,other,Other
1070204442,plastic waste bottle isolated on white,421,Germany,other,Other
1200746706,Offshore construction platform for production oil and gas. Oil and gas industry and hard work. Production platform and operation process by manual and auto function from control room.,422,Thailand,oil_platforms,Oil platforms
1391055907,"traces of plastic and microplastic in petri dish, analyzed in laboratory, study of environmental problem",423,USA,other,Other
1409308613,Macro shot on a bunch of microplastics that cannot be recycled,424,Bulgaria,other,Other
1427349749,"Testing water, water quality test and analysis",425,USA,experts_analysing,Experts analysing
1371188918,Young little child boy holding and handing over a damaged globe with bandage. Global warming and climate change impact concept.,426,Thailand,other,Other
1399600452,blooming water in summer. mud floats on the surface,427,Moldova,other,Other
959157374,Close Up Of Hand Holding Plastic Straws Polluting Beach,428,UK,other,Other
1242788009,Coronavirus polluting environment. Waves wash up old medical mask waste,429,,waste_on_the_beach,Waste on the beach
500441483,Repairing a Broken Pipe,430,,other,Other
1056660450,Plastic bottles washed on the Atlantic shoreline or beach polluting the environment in northern Spain,431,Germany,other,Other
452092043,Ocean Dumping - Total pollution on a Tropical beach,432,Caribbean,other,Other
1265680030,liquefied natural gas plant and a terminal for its transportatio,433,Russia,other,Other
1334869396,sewer gallery in salvador,434,Brazil,pipes,Pipes
1346745971,Polluted stream in a slum,435,Brazil,villages_river,Villages river
639893680,red steel chemical tanks or oil tanks stacked in row.,436,,other,Other
1257291618,Oil slick on the sea surface,437,Russia,other,Other
1176159263,Young adult woman picking up some abandoned plastic bottles on the beach,438,South Asia|Maldives,people_cleaning,People cleaning
1186716875,Young volunteers cleaning beach on sunny day,439,Norway,people_cleaning,People cleaning
1139750776,Spring flood and shore with garbage,440,Ukraine,other,Other
1201544376,Coronavirus vaccine with stethoscope and syringe at the background,441,Les Contamines|Canada,other,Other
1159770671,Paper straw,442,Japan,other,Other
1152392655,Plastic Rubbish on the Beach,443,Australia,other,Other
1321896592,"water pollution. The fish dies in dirty water. Nature,",444,,other,Other
1292742715,Plastic bottles stranded,445,Türkiye - Country,other,Other
1155341595,"Hands of poor child - scoop drinking water, Africa",446,Africa,other,Other
1141367410,"one of the sperm whale carcasses stranded on the coast of Aceh, Indonesia. Indonesia. Aceh. 14, November 2017",447,Aceh|Indonesia,other,Other
490108356,Polar bear survival in Arctic,448,Arctic,other,Other
1198529017,Water quality checking,449,USA,experts_analysing,Experts analysing
136591951,People picking up garbage in park,450,Canada|Ontario - Canada|Peterborough - Ontario,people_cleaning,People cleaning
1141999617,Underwater global problem with plastic rubbish,451,Egypt|West Asia,waste_underwater,Waste underwater
1272284836,"The coast on the surface of the river is covered with a pellicle of blue-green algae, copy space.",452,Ukraine,other,Other
1400790908,"Group of eco volunteers picking up plastic trash on the beach - Activist people collecting garbage protecting the planet - Ocean pollution, environmental conservation and ecology concept",453,Italy,people_cleaning,People cleaning
1354321291,Susquehanna River on a hazy fall morning.,454,USA|Chesapeake Bay,other,Other
1151077641,Domestic brazilian sewage,455,Brazil,villages_river,Villages river
104634211,Close-up of a waste water treatment,456,,pipes,Pipes
1184328778,Eco friendly waste management concept. Recyclyling sign in a lake shape in the middle of dense amazonian rainforest vegetation viewed from high above clouds with small yellow airplane. 3d rendering.,457,Amazon Region|South America|Brazil,other,Other
1169840024,Water quality checking,458,Serbia,experts_analysing,Experts analysing
1174427061,Volunteer woman collecting plastic rubbish on coast of the river. Cleaning environment concept,459,,people_cleaning,People cleaning
1128287834,"The world ocean pollution. Beautiful tropical coral reef with sea anemones, clownfish and colorful coral fish - polluted with plastic bag. The sea surface view.",460,West Asia,waste_underwater,Waste underwater
671728102,Hydrocarbon Contaminated Monitoring Well,461,Canada,other,Other
1353826551,Volunteer picking up plastic bottle from polluted lake,462,Czech Republic,people_cleaning,People cleaning
872844194,A green mowed lawn with a diagonal crack with radon gas escaping - concept image with copy space,463,Italy,other,Other
1158162342,woman hand picking up garbage plastic for cleaning at river with sunset,464,,people_cleaning,People cleaning
1064429764,Underwater rare encounter with Critically Endangered Hawksbill Sea Turtle (Eretmochelys imbricata),465,Thailand,other,Other
472057396,oil spill cleanup on working area. danger for the nature.,466,Thailand|Rayong,other,Other
1387348290,Concept of global warming and climate change. Non-recyclable plastic pollution in the soil at the field.s,467,Bulgaria,other,Other
1357646795,Scientist in Protective Gear Outdoors,468,,other,Other
481559078,Polluted stream,469,,oil_in_water,Oil in water
1251546776,Woman taking samples of the ground,470,Russia,experts_analysing,Experts analysing
1400234344,Garbage carried by sea currents merges into beautiful art,471,Japan,oil_in_water,Oil in water
1719944359,Drainage or sewage manhole grid system on the street,472,Thailand,pipes,Pipes
1409629758,rubbish picked up on the beach,473,France,other,Other
468120192,Coal-Fired Power Plant By The Lake At Sunset,474,Slovenia,other,Other
1494850554,cleaning the pond from floating debris and sewage.,475,Russia,other,Other
1494538665,cleaning the pond from floating debris and sewage.,476,Russia,other,Other
177108843,Rena oil spill,477,New Zealand,other,Other
1406797444,River tube,478,,pipes,Pipes
1399029221,Recycling bins on sandy beach,479,Spain,other,Other
1220549721,Greek oil spill spreads to Athens Riviera,480,Greece|Attica - Greece|Athens - Greece,other,Other
906865804,Worker hand open sewer of new house,481,Thailand,pipes,Pipes
1142265929,Aerial view to sewage treatment plant. Grey water recycling. Waste management in European Union.,482,Europe|Czech Republic,water_clarifiers,Water clarifiers
1179600347,Climate change and Drought,483,Thailand,other,Other
1203039975,"Disposable single-use plastic objects such as bottles, cups, forks, spoons and drinking straws that cause pollution of the environment",484,Poland,other,Other
1295052141,Objects: Crushed Blue Water Bottle Isolated on White Background,485,Netherlands,other,Other
1297017733,Modern Powerplant producing heat,486,China - East Asia,other,Other
824824072,Wastewater,487,Japan,pipes,Pipes
185246394,Recycling plastic,488,,other,Other
516956192,Tortoise surrounded by polluted water,489,Kerala|Kochi - India|India,animals_plastic,Animals plastic
1181813515,Spoon full of micro plastics.,490,,other,Other
1217125361,Objects: Crushed Blue Water Bottle Isolated on White Background,491,,other,Other
1226733935,Three young girls pick up trash on the beach. Environmental pollution.,492,Ukraine,people_cleaning,People cleaning
897137712,Algal bloom in pond,493,New Zealand,other,Other
944179884,Barrel of poisonous chemicals dropped into the river,494,Serbia,other,Other
177547839,Blue pipes at a sewage treatment plant for aeration of water,495,,pipes,Pipes
1151420817,Plastic waste underwater plastic bag,496,Europe|Almeria|Andalusia|Spain,waste_underwater,Waste underwater
1410458607,glass globe on the stump of a tree in the forest,497,Europe|Japan|United Nations Building|Africa,other,Other
1184389285,Garbage pollution on the beach,498,Thailand|Asia,other,Other
116383317,Industry in the Amazon,499,Amazonas State - Brazil,other,Other
1176976078,Water Purification Plant from Above,500,Europe|Eastern Europe|Poland,water_clarifiers,Water clarifiers
1152332383,"shredded plastic bag drifting under the surface of a blue, tropical ocean. Bad ecology of sea water. environmental pollution. garbage under the water.",501,Thailand|Cambodia|Asia,waste_underwater,Waste underwater
90880527,Trash being dumped into a landfill,502,,other,Other
1171253364,"Fish that are approaching dying, floating on the surface, the impact of plastic waste in the sea concepts of nature conservation and the sea",503,Thailand,waste_underwater,Waste underwater
1278574110,"Unrecognizable small child collecting rubbish outdoors in nature, plogging concept.",504,Slovakia,other,Other
1216946876,Plastic Bag Floating On Sea - Environmental Problem,505,Italy,waste_underwater,Waste underwater
1124680471,Beautiful sea hawksbill turtle swiming above colorful tropical coral reef  polluted with plastic bag,506,West Asia|Egypt|Indonesia,waste_underwater,Waste underwater
1180197325,Toy ship made of a plastic bottle. Recycle crafts.,507,,other,Other
1073171494,Environmental Issue underwater image of plastic pollution in the Ocean garbage patch,508,Southeast Asia|Thailand|Krabi Province,waste_underwater,Waste underwater
965645214,plastic garbage on the river bank,509,Ukraine,other,Other
1341936803,Dirty polluted water with reeds surrounding it.,510,South Africa,other,Other
1211649774,Microplastic in a spoon on blue background. microplastic in water and food. Microplastic problem. Dangerous additives. Toxic substances.,511,,other,Other
1262153307,Microplastic in spoon on black background . Threat to human health and environment Dangerous additives Toxic substances.,512,,other,Other
1136208086,Sludge waste. Dirty blue and green water in reservoir. Environmental pollution. Ecological catastrophy,513,Bangladesh,oil_in_water,Oil in water
1360906080,Gray smoke comes out from smokestacks or exhaust pipes.,514,Germany,other,Other
1324367294,Protective face masks from coronavirus floating under water. Pollution of environment and ecological issue concept,515,Latin America|Dominican Republic,waste_underwater,Waste underwater
1396108312,Floating booms and barriers for collecting debris on the river and reservoirs,516,Russia,other,Other
1482615116,Sewage treatment on a large industrial building. aerial view.,517,USA|Lexington - Kentucky|Kentucky,water_clarifiers,Water clarifiers
1902722331,Cyanobacteria polluted water green color smooth surface background,518,UK,other,Other
1410616859,Aerial view of fire boats and tugboat near large container ship in a port.,519,Mersin|Türkiye - Country,other,Other
1643056651,Traditional Fishing in Mexico,520,Mexico|Central Mexico|Latin America|Michoacán State,other,Other
186112972,Landfill garbage waste dumped in the rubbish dump site,521,,other,Other
1139776854,"Garbage, plastic bags and bottles covering a city beach of Santo Domingo, the capital of the Dominican Republic.",522,Dominican Republic|Santo Domingo - Dominican Republic|Caribbean,other,Other
896909718,"Garbage on beach, environmental pollution in Bali Indonesia. Storm is coming. And drops of water are on camera lens",523,Indonesia|Bali|Asia,other,Other
465957516,Polluted river in Jakarta.,524,Jakarta|Indonesia,villages_river,Villages river
980881064,"plastic bag iceberg with dolphin, environment pollution",525,Thailand,waste_underwater,Waste underwater
1084693258,Mikroplastik,526,Europe|Germany,other,Other
1267302794,Coronavirus polluting the environment. Used medical mask waste. Covid-19,527,,people_cleaning,People cleaning
1247682449,Seahorse and plastic pollution,528,Malaysia,waste_underwater,Waste underwater
1166846944,pollution on the beach due to many cigarette fag,529,Germany,other,Other
1140339034,"Ghost nets are commercial fishing nets that have been lost, abandoned, or discarded at sea. Every year they are responsible for trapping and killing millions of marine animals in the ocean.",530,Malaysia|Asia,animals_plastic,Animals plastic
685804504,Petrol Oil In Water Running Down the Drain,531,UK,oil_in_water,Oil in water
1327678953,"Woman in dirty shirt at wooden desk with coffee spill, closeup",532,Ukraine,other,Other
864432258,Rio - Niteroi Bridge Over Guanabara Bay,533,Guanabara Bay|Niteroi|Rio de Janeiro|Brazil|The Americas,other,Other
1400762894,Close up of woman's hand turn on faucet with a drop of water dripping into hand,534,Thailand,other,Other
1190850943,Recycling concept,535,Spain,other,Other
540602822,Volunteer girl in yellow gloves collects garbage selective focus,536,,people_cleaning,People cleaning
146799453,Oil spilled on sandy beach near water,537,,other,Other
172303173,Flood Insurance,538,,other,Other
1155022841,Iceberg - plastic bag with a view under the water. Pollution of the oceans. Plastic bag environment pollution with iceberg.,539,Belarus|Iceland|Arctic|Antarctica,other,Other
459039551,Fish jumping from his polluted bowl into a clean fishbowl,540,,other,Other
1422804613,Oil Platform at Dusk,541,California|USA,oil_platforms,Oil platforms
856362520,Aerial view of public sewage treatment plant,542,Europe|Czech Republic,water_clarifiers,Water clarifiers
971513936,"Hand picking up plastic bottle cleaning on the beach.""Campaign to clean.Save the world",543,Thailand|Africa,people_cleaning,People cleaning
1164168948,Single-use plastic floating and a massive school of sardines in a shallow reef.,544,Oceania|Philippines,waste_underwater,Waste underwater
866522248,Laboratory scene with pipette and test tube,545,Germany,other,Other
1184909546,Plastic in the ocean,546,Denmark,waste_underwater,Waste underwater
146923985,Oil Slick,547,,other,Other
471244447,Rubbish in the Beach.,548,,waste_on_the_beach,Waste on the beach
1330066755,glass globe and the green leaves,549,Europe|Japan|United Nations Building|Africa,other,Other
1203191916,Multi-Generation Family Collecting Litter On Winter Beach Clean Up,550,UK,people_cleaning,People cleaning
1150597221,"Heap of different plastic waste: straws and single-use spoons, toothbrush and comb collected on the beach on sand background",551,Indonesia,other,Other
1408001025,"cyanobacteria blue green algae, harmful algae eutrophication.",552,Belgium,other,Other
1366551415,A young woman volunteer squats and picks up garbage on the ocean shore. Cleaning of the coastal zone. Sunset in the background,553,Russia,people_cleaning,People cleaning
1398173722,Fish under a surgical face mask plastic pollution in the ocean,554,French Polynesia|French Overseas Territory,waste_underwater,Waste underwater
1180023889,Plastic water bottles pollution in the river. Plastic trash in water. Environmental pollution concept.,555,Thailand,people_cleaning,People cleaning
1176700286,Plastic bottle floating in the ocean.,556,Croatia,other,Other
1262542164,Ghost net,557,Thailand,other,Other
1310125228,Closeup of a water pump pipe with water flowing into the Meuse river,558,Netherlands|Europe,pipes,Pipes
176005304,Ocean Dumping,559,Caribbean,waste_on_the_beach,Waste on the beach
1387446983,Oil spill,560,UK,oil_in_water,Oil in water
1253446149,medical surgical mask floating underwater sea trash,561,Spain,waste_underwater,Waste underwater
507434823,Repairing a Broken Pipe,562,,other,Other
1177569072,Many crushed plastic bottles placed on a white or transparent background,563,Japan,other,Other
182827771,Gulf oil spill terrible accident,564,Gulf Coast States|Gulf Shores,other,Other
624546972,person touches the water with his hand,565,,other,Other
505562987,Fuel Oil,566,,other,Other
944961254,Bottles in the reservoir mountain,567,Ukraine,other,Other
1260333622,"Vaccine vial dose flu shot drug needle syringe,medical concept vaccination hypodermic injection treatment disease care hospital prevention immunization illness disease baby child.blue background",568,Thailand,other,Other
1254710476,Protective mask discarded and thrown on the ocean. Abandoned facemask,569,,waste_underwater,Waste underwater
1392295577,Bins for various recyclable garbage,570,Spain,other,Other
868697548,Water pollution,571,Brazil,other,Other
1138212504,Floating plastic bag dispersing waste and polluting the ocean,572,Italy,waste_underwater,Waste underwater
1075348984,plastic waste bottle isolated on white,573,Spain,other,Other
1214662624,Dirty used medical mask on beach,574,Estonia,waste_on_the_beach,Waste on the beach
1176854325,Close up hands holding plastics and sea shells,575,Serbia,other,Other
504180786,aerial view of sewage treatment plant,576,Europe|Wroclaw|Poland,water_clarifiers,Water clarifiers
1257713760,"Volunteer Picking Up Plastic Bottle On Polluted Beach Outside, Cropped",577,Ukraine,people_cleaning,People cleaning
871775094,Underground river flowing in round concrete sewer tunnel. Sewage collector,578,Russia,other,Other
1220228690,Radioactive barrel in the ocean 3D render,579,Serbia,other,Other
1204119461,Sea turtle trapped in plastic waste under the sea Concept,580,Malaysia,waste_underwater,Waste underwater
1007036418,Offshore construction platform for production oil and gas. Oil and gas industry and hard work. Production platform and operation process by manual and auto function from control room.,581,Persian Gulf Countries|Thailand,other,Other
1341431247,Concept depicting new possibilities for the development of sustainable construction technologies and green living the form of a house-shaped pond located in a lush forest. 3d rendering.,582,,other,Other
1397771760,"Diverse people cleaning up the beach, volunteers collecting the waste on the coast line, young people working in team aware of the pollution produced by the plastic industry",583,Italy,people_cleaning,People cleaning
1139750836,Spring flood and shore with garbage,584,Ukraine,other,Other
1188047165,Two smashed white plastic coffee cups on blue background,585,Netherlands,other,Other
1263087901,Environmental cleanup one Woman Koh Lanta beach Thailand,586,Thailand|Ko Lanta,people_cleaning,People cleaning
1170923793,Small Plastic pellets on the finger.Micro plastic.air pollution,587,Thailand,microplastics,Microplastics
1023573476,Scientist Analysing Sea Water,588,Tyne And Wear|Tynemouth|UK|Northeastern England,experts_analysing,Experts analysing
450242727,Sewage System,589,,other,Other
1162235813,Water pollution,590,Brazil,other,Other
1169435501,Water pollution concept. Environmental conservation.,591,Russia,experts_analysing,Experts analysing
979858484,Environmental Issue underwater image of plastic in the ocean,592,Southeast Asia|Thailand|Phi Phi Islands|Krabi Province|Asia,waste_underwater,Waste underwater
527671218,sea pollution,593,,other,Other
864708264,Sewage treatment plant,594,Denmark,water_clarifiers,Water clarifiers
1222084623,Animal welfare. Seal caught in plastic fishing net. Marine pollution.,595,,other,Other
1136617934,"Plastic bag in blue water, garbage under water, plastic pollution of the oceans",596,Ukraine,waste_underwater,Waste underwater
1337515615,Open sewer in a favela in Brazil,597,Brazil,villages_river,Villages river
1087833666,"Aerial top view water treatment plant, Aerial top view recirculation solid contact clarifier sedimentation tank.",598,Thailand,other,Other
1325980429,Aerial view of drinking water treatment plants for big city from water management,599,USA,water_clarifiers,Water clarifiers
1208359077,"Ecosystem and healthy environment concepts and background, Garbage pile in trash dump or landfill, Aerial view garbage trucks unload garbage to a landfill, global warming.",600,Thailand,other,Other
1023573774,Community Volunteer Groups on the Beach,601,Tyne And Wear|Tynemouth|UK|Northeastern England,people_cleaning,People cleaning
1247682355,Sea Turtle and underwater plastic,602,Malaysia,waste_underwater,Waste underwater
146893659,Oil slick on the Gulf of Mexico,603,,other,Other
1217644751,"Aerial view of the El Salto de Tequendama, one of the most imposing waterfalls in Colombia, fed by the polluted Bogota river",604,Bogota|Colombia,other,Other
524296091,Dirty Coal Leachates,605,Slovenia|Koper,other,Other
1459002379,Eutrophication green water harmful algae bloom.,606,,other,Other
864708172,Sewage treatment plant,607,Denmark,water_clarifiers,Water clarifiers
1141586744,"The problem. 'Ghost Fishing' is what fishing gear does when it has been lost, dumped or abandoned. Nets, long lines or fish traps.",608,Thailand|Malaysia|Asia,animals_plastic,Animals plastic
1098264330,Volunteer woman collecting trash on the beach. Trash-free seas concept. Single-use plastic is a human addiction that is destroying our planet,609,,people_cleaning,People cleaning
1350471208,"Sustainable energy is used in environmental conservancy. A wastewater treatment plant powered by wind turbines and solar panels near Atlantic City in New Jersey, USA.",610,New Jersey|USA|Atlantic City|Eastern USA,water_clarifiers,Water clarifiers
488521534,Water Treatment Plant Tank concept for water conservation recycling,611,Germany,water_clarifiers,Water clarifiers
1165553356,Asian Male engineering working with a tablet laptop at sewage treatment plant,612,Thailand|Asia,other,Other
1353220847,Woman cleaning the beach,613,Greece,people_cleaning,People cleaning
1064632088,Leaking oil barrel spilling gasoline on the ground,614,Slovenia,other,Other
950141414,Sea pollution,615,Greece,waste_underwater,Waste underwater
521693972,Ocean pollution,616,,other,Other
1423384328,Oil Spill Pollution in the Water,617,Germany,oil_in_water,Oil in water
1045419792,Natural Gas storage tanks,618,Thailand,other,Other
1322993587,"Plastic waste and pollution washed up on the remote beach of South Ham on Muckle Roe in Shetland, UK",619,Scotland|Shetland Islands|UK,other,Other
1310646982,Cargo Containers Falling Off From Container Ship,620,UK,other,Other
1181167885,Group of children collecting plastic on a beach,621,Spain,people_cleaning,People cleaning
1146200716,power plant at dusk,622,China - East Asia,other,Other
1251162930,"Sample of water from a lake, river. Water sampling by a laboratory assistant for quality indicators. Water sampling from a river.",623,Belarus,other,Other
1169702577,"Beware of cyanobacterial present in Veldhuizen, De Meern",624,Utrecht|Netherlands,other,Other
1220250268,Plastic Recycling,625,Canada|North America|Maritime Provinces|Nova Scotia,other,Other
1404990797,A pile of microplastics gathered from the beach in a spoon against a dark red background.,626,Bulgaria,other,Other
1380327673,Macro shot of authentic real microplastics,627,Bulgaria,other,Other
1062527336,PLASTIC IN THE SEAS 01,628,Puglia|Southern Italy|Italy,waste_on_the_beach,Waste on the beach
183840836,Oil Slick,629,,oil_in_water,Oil in water
1204179858,Ocean Pollution - Floating Bags and Plastic Waste,630,UK,waste_underwater,Waste underwater
943342676,Oil spill. Environmental disaster.,631,Greece,other,Other
1266984285,Close Up Of Hand Holding Plastic Granules Polluting Beach,632,UK,microplastics,Microplastics
1267091723,Asian young happy family activists collecting plastic waste on beach.,633,Thailand|Asia,people_cleaning,People cleaning
1184973301,"plastic pollution in ocean water, microplastics in the current",634,Germany,waste_underwater,Waste underwater
1425847168,"waste vegetable oil recycling , recycling and importance of water concept",635,Türkiye - Country,other,Other
1187689926,Old used wet wipe on the sea bottom. World ocean contaminated by non-degredable material. Environment pollution concept.,636,West Asia|Egypt,waste_underwater,Waste underwater
1180687664,Woman volunteer helps clean the beach of plastic garbage. Earth day and environmental improvement concept. Stone coast on the background,637,,other,Other
1283852441,Teamwork cleaning plastic on the beach,638,Spain,waste_on_the_beach,Waste on the beach
966679302,Industrial smokestacks and cities,639,USA|China - East Asia,other,Other
1189955439,Water quality control.,640,Serbia,experts_analysing,Experts analysing
1012202916,Volunteer collects plastic bottles outdoors,641,,other,Other
1182715786,Woman volunteer wearing picking up trash and plastic waste in public park. Young girl wearing gloves and putting litter into black plastic bag outdoors.,642,Serbia,people_cleaning,People cleaning
491543134,Environmental Scientist Examing Water,643,,experts_analysing,Experts analysing
952576374,Pollution,644,Brazil,other,Other
1270486672,A can thrown in the water,645,Budva Municipality|Montenegro,waste_underwater,Waste underwater
1304919791,Young woman well educated and sensitive to environmental issues collects an empty plastic bottle abandoned on the seashore to preserve the ocean from plastic waste. Concept of taking care of nature,646,Italy,people_cleaning,People cleaning
113183991,Massive algal bloom,647,,other,Other
1072014178,"Aerial top view Water treatment plant, Aerial top view recirculation solid contact clarifier sedimentation tank.",648,Thailand,water_clarifiers,Water clarifiers
1392295583,Circle from colorful recycling bins,649,Spain,other,Other
1012202888,Volunteer girl collects plastic bottles outdoors,650,,people_cleaning,People cleaning
157482708,Environmental Pollution,651,,other,Other
1007043814,Offshore construction platform for production oil and gas. Oil and gas industry and hard work. Production platform and operation process by manual and auto function from control room.,652,Thailand|Persian Gulf Countries|Asia,oil_platforms,Oil platforms
1175409485,"microplastics floating in ocean water, micro plastic pollution",653,Germany,waste_underwater,Waste underwater
1165571274,Environmental pollution. Sand beaches polluted with pieces of plastic waste. Micro plastics debris on the beach. Pieces of plastic residues,654,Egypt|West Asia,other,Other
857630856,"Busy crowded anchorage with many boats at Oneroa Beach Bay, Waiheke Island, New Zealand, NZ",655,New Zealand|Waiheke Island,other,Other
520658779,Green sailboat,656,,other,Other
1212837071,Tunnel worker examines pipeline in underground tunnel,657,Russia,pipes,Pipes
1167272079,Dark dirty abandoned uranium mine with rusty remnants of railway,658,Russia,other,Other
1009211254,Dove with garbage.,659,Thailand,other,Other
1007036526,Offshore construction platform for production oil and gas. Oil and gas industry and hard work. Production platform and operation process by manual and auto function from control room.,660,Persian Gulf Countries|Thailand,oil_platforms,Oil platforms
587514912,Garbage piled up on the beach.,661,West Java|Indonesia,other,Other
157393101,Ocean Dumping,662,,waste_on_the_beach,Waste on the beach
838990710,Recycling,663,Canada,people_cleaning,People cleaning
1346067075,Large Volume Water Transfer Pipes and Pump System Maintenance and Inspection of Waterworks and Irrigation Utilities Equipment Materials and Mixed Ethnic Group Workers Western USA Photo Series,664,USA,other,Other
95180719,Sewer pipe,665,,pipes,Pipes
895451448,Underground drain system,666,Moscow - Russia|Russia,other,Other
1414171729,Woman handpicking gathering up garbage plastic straws garbage from the river at the park. World environment day.Environment concept.,667,Serbia,people_cleaning,People cleaning
1179252602,Close up shot of young girl in gloves collecting plastic bottles with her friends on the beach,668,Ukraine,people_cleaning,People cleaning
995617866,Mute Swan covered in oil,669,Netherlands,other,Other
1133866216,"Concrete drainage sewer, gutters pipes for industrial building construction",670,Russia,pipes,Pipes
1189450395,Environmental pollution and water microplastic. Micro plastic with spoon,671,,other,Other
465960706,"beach pollution, plastic and waste from ocean",672,,waste_on_the_beach,Waste on the beach
1334777497,Dad and son are cleaning up the beach. Natural education of children,673,,people_cleaning,People cleaning
872844658,The danger of radon gas in our homes - concept image with periodic table of the elements and magnifying lens seen through a window,674,Italy,other,Other
1185649309,plastic ocean turtle are eating plastic bags under the blue sea. Environmental conservation concepts and not throwing garbage into the sea,675,Thailand,waste_underwater,Waste underwater
507857665,Broken Pipe,676,,other,Other
1202035009,Fallen icecream,677,UK,other,Other
124682065,Pollution. Color Image,678,,other,Other
184878691,Flood,679,Bangkok|Thailand|Bangkok Province,other,Other
1015836388,"Loktak Lake, Manipur",680,India,other,Other
1278574239,"Father with small daughter collecting rubbish outdoors in nature, plogging concept.",681,Slovakia,people_cleaning,People cleaning
585163836,Septic Tank Outlet Filter Installation,682,,other,Other
946641538,"Garbage floats in the sea, plastic, styrofoam, bottles, bags",683,Netherlands|Russia,other,Other
1222983229,Dirty beach landscape full of waste,684,Spain,waste_on_the_beach,Waste on the beach
883069616,global warming 3d concept - melting earth,685,Continent - Geographic Area|Oceania|Serbia,other,Other
1253637397,Cargo ship burning on fire with large scale smoke-Aerial,686,USA|Iran|Israel,other,Other
1266407598,"Disposable protection mask under the sea, residues of the covid-19 pandemic",687,Spain,waste_underwater,Waste underwater
1144664512,Close-up of a Woman Using Artificial Detergent,688,,other,Other
523396824,"offshore oil and gas fire case or emergency case,",689,,oil_platforms,Oil platforms
1409253064,Pollution,690,Romania,oil_in_water,Oil in water
1371972864,River polluted with rubbish and trash destroying the environment and a hazard to the ecosystem,691,Trinidad - Trinidad And Tobago|Trinidad And Tobago|West Indies|Caribbean,other,Other
1186643015,"plastic pollution, micro plastic particle and nurdles in ocean water",692,Germany,waste_underwater,Waste underwater
1334869345,garbage at sea in salvador,693,Brazil,other,Other
1165983246,garbage dump with plastic garbage bags,694,Germany,other,Other
1164172538,Single-use plastic floating in the surface.,695,Oceania|Philippines,waste_underwater,Waste underwater
688600602,The danger of radon gas in our homes. Concept image,696,Italy,other,Other
672207358,Sea level rise indicator placed on Sydney Harbour.,697,Australia|Sydney,other,Other
1220511591,"Cleaning mobile phone to eliminate germs, coronavirus Covid-19. Woman hands cleaning smartphone by alcohol hand sanitizer and wipe with cloth",698,Russia,other,Other
1162150089,"Pollution of sewage. Pollution of nature with toxic chemicals from the pipe. Ecological problems, ecological disaster.",699,Russia,pipes,Pipes
1335846372,Portrait of female volunteer in rubber gloves puts a dirty plastic bottle in bag with garbage. Sunset sky on the background. Bottom view. The concept of envirinmental pollution and ecology,700,Russia,people_cleaning,People cleaning
157526589,Foot in canvas shoe poking through rot in the ceiling,701,,other,Other
1334943579,Young man cleaning up the beach. Natural education of children,702,,people_cleaning,People cleaning
1015474044,plastic bags and debris floating in the sea,703,Croatia,waste_underwater,Waste underwater
1381248136,Environmental pollution. Empty plastic bottle floating on the water,704,Germany,other,Other
494319428,aerial view of sewage treatment plant,705,Europe|Wroclaw|Poland,water_clarifiers,Water clarifiers
524996583,Water foam - pollution in river,706,,other,Other
1174079354,Garbage bag on white background,707,Italy,other,Other
1262600843,Plastic Bottle Waste,708,Australia,other,Other
1004678638,lake pollution,709,Romania,other,Other
1266334608,Used surgical face mask left on the sand of a beach,710,,waste_on_the_beach,Waste on the beach
1141289815,Plastic bottle cap among other single use products and cigarette butts.,711,Poland,waste_on_the_beach,Waste on the beach
1221052374,Coronavirus mask floating in the water,712,USA,other,Other
913732902,River filled with trash and plastic,713,West Asia|Egypt|Indonesia|Asia,other,Other
